Variant_ID	Gene_ID	Drug_ID	Disease_Context	Target_Detail	Type_Association_General	Type_Dosage	Type_Efficacy	Type_Metabolism_PK	Type_No_Association	Type_Toxicity	Dir_Associated	Dir_Decreased	Dir_Increased	Dir_None
rs461872	AQP2	platinum	disease:lung neoplasms	['nan']	0	0	0	0	1	1	0	1	0	1
rs4621031	ALDH3A2	metformin	other:diabetes mellitus, type 2	['nan']	0	0	0	0	1	0	0	0	0	1
rs4621031	SLC47A2	metformin	other:diabetes mellitus, type 2	['nan']	0	0	1	0	0	0	0	1	0	0
rs462779	REV3L	cisplatin	disease:osteosarcoma	['nan']	0	0	1	0	0	0	0	1	0	0
rs4627790	CMTM8	methylphenidate	disease:attention deficit disorder with hyperactivity	['nan']	0	0	0	0	1	0	0	0	0	1
rs4627835	GABRB1	antipsychotics	disease:schizoaffective disorder, disease:schizophrenia	['nan']	0	1	0	0	0	0	0	0	1	0
rs4630	GSTT1	dexamethasone	disease:head and neck neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4630	GSTT1	diphenhydramine	disease:head and neck neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4630	GSTT1	paclitaxel	disease:head and neck neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4630	GSTT1	ranitidine	disease:head and neck neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4630	GSTT1	thalidomide	disease:multiple myeloma	['nan']	0	0	0	0	0	1	0	0	1	0
rs4633	COMT	antipsychotics	disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4633	COMT	butorphanol	general_population	['nan']	0	0	1	0	0	0	0	1	0	0
rs4633	COMT	fentanyl	disease:pain, postoperative	['nan']	0	0	0	0	1	0	0	0	0	1
rs4633	COMT	methadone	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4633	COMT	morphine	"""other:coronary artery disease"", ""efficacy:pain, postoperative"""	['nan']	0	0	1	0	0	0	0	0	1	0
rs4633	COMT	morphine	disease:pain, postoperative	['nan']	0	0	0	0	1	0	0	0	0	1
rs4633	COMT	morphine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4633	COMT	opioids	disease:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs4633	COMT	opioids	other:adenotonsillectomy	['nan']	1	0	0	0	0	0	0	0	1	0
rs4633	COMT	opioids	other:opioid-related disorders	['nan']	0	0	0	0	1	0	0	0	0	1
rs4633	COMT	opioids	other:pain	['nan']	0	0	0	0	0	1	0	0	1	0
rs4633	COMT	propranolol	efficacy:pain, disease:temporomandibular joint disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4633	COMT	risperidone	disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4633	COMT	risperidone	other:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs463312	TUBB1	cabazitaxel	disease:transitional cell carcinoma	['nan']	0	0	1	0	0	0	0	1	0	0
rs4638843	MSH2	cisplatin	disease:osteosarcoma	['nan']	0	0	1	0	0	0	0	1	0	0
rs4638843	MSH2	doxorubicin	disease:osteosarcoma	['nan']	0	0	1	0	0	0	0	1	0	0
rs4639250	SKIC3	duloxetine	disease:major depressive disorder	['nan']	0	0	1	0	0	0	0	1	0	0
rs4640231	CRHR1	corticosteroids	disease:asthma	['nan']	0	0	0	0	1	0	0	0	0	1
rs464049	SLC6A3	ethanol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4643	PGM1	acetaldehyde	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs4643	PGM1	ethanol	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
rs4643786	DCK	ara-ctp	disease:leukemia, myeloid, acute	['nan']	0	0	0	1	0	0	0	1	0	0
rs4643786	DCK	cytarabine	disease:leukemia, myeloid, acute	['nan']	0	0	1	0	0	0	0	0	1	0
rs4643786	DCK	cytarabine	other:leukemia, myeloid, acute	['nan']	0	0	1	0	0	0	0	1	0	0
rs4643786	DCK	daunorubicin	disease:leukemia, myeloid, acute	['nan']	0	0	1	0	0	0	0	0	1	0
rs4643786	DCK	mitoxantrone	disease:leukemia, myeloid, acute	['nan']	0	0	1	0	0	0	0	0	1	0
rs4644	LGALS3	antibiotics	disease:infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4645943	MYC	warfarin	disease:heart valve replacement	['nan']	0	1	0	0	0	0	0	0	1	0
rs4645962	MYC	warfarin	disease:heart valve replacement	['nan']	0	1	0	0	0	0	0	1	0	0
rs4645974	MYC	warfarin	disease:heart valve replacement	['nan']	0	1	0	0	0	0	0	0	1	0
rs4645983	CASP9	adalimumab	disease:crohn disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646	CYP19A1	anastrozole	disease:breast neoplasms	['nan']	0	0	1	0	0	0	0	0	1	0
rs4646	CYP19A1	anastrozole	disease:breast neoplasms, disease:menopause	['nan']	0	0	1	0	0	0	0	1	0	0
rs4646	CYP19A1	exemestane	other:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646	CYP19A1	hdl cholesterol	disease:breast neoplasms, disease:menopause	['nan']	1	0	0	0	0	0	0	1	0	0
rs4646	CYP19A1	letrozole	disease:breast neoplasms	['nan']	0	0	1	0	0	0	0	0	1	0
rs4646	CYP19A1	letrozole	disease:breast neoplasms, disease:menopause	['nan']	0	0	1	0	0	0	0	1	0	0
rs4646	CYP19A1	tamoxifen	disease:breast neoplasms	['nan']	0	0	1	0	0	0	0	0	1	0
rs4646	CYP19A1	tamoxifen	disease:breast neoplasms, disease:menopause	['nan']	0	0	1	0	0	0	0	1	0	0
rs4646244	NAT2	ethambutol	disease:tuberculosis	['nan']	0	0	0	0	1	1	0	0	1	1
rs4646244	NAT2	isoniazid	disease:tuberculosis	['nan']	0	0	0	0	1	1	0	1	1	1
rs4646244	NAT2	pyrazinamide	disease:tuberculosis	['nan']	0	0	0	0	1	1	0	0	1	1
rs4646244	NAT2	rifampin	disease:tuberculosis	['nan']	0	0	0	0	1	1	0	0	1	1
rs4646267	NAT2	ethambutol	disease:tuberculosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646267	NAT2	isoniazid	disease:tuberculosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646267	NAT2	pyrazinamide	disease:tuberculosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646267	NAT2	rifampin	disease:tuberculosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646312	COMT	opioids	disease:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646312	COMT	tacrolimus	disease:kidney transplantation	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646316	COMT	cisplatin	disease:neoplasms	['nan']	0	0	0	0	1	1	0	0	1	1
rs4646316	COMT	cisplatin	disease:testicular neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646316	COMT	cisplatin	general_population	['nan']	0	0	0	0	0	1	1	0	0	0
rs4646421	CYP1A1	caffeine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646425	CYP1A2	escitalopram	disease:major depressive disorder	['nan']	0	0	0	1	0	1	0	0	1	0
rs4646425	CYP1A2	methadone	other:heroin dependence	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646425	CYP1A2	olanzapine	disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646425	CYP1A2	paroxetine	disease:major depressive disorder	['nan']	0	0	1	0	0	0	0	1	1	0
rs4646427	CYP1A2	escitalopram	disease:major depressive disorder	['nan']	0	0	0	1	0	1	0	0	1	0
rs4646427	CYP1A2	paroxetine	disease:major depressive disorder	['nan']	0	0	1	0	0	0	1	0	0	0
rs4646437	CYP3A4	cisplatin	disease:osteosarcoma	['nan']	0	0	1	0	0	0	0	0	1	0
rs4646437	CYP3A4	cyclosporine	disease:kidney transplantation	['nan']	0	0	1	1	0	0	0	0	1	0
rs4646437	CYP3A4	donepezil	disease:alzheimer disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646437	CYP3A4	doxorubicin	disease:osteosarcoma	['nan']	0	0	1	0	0	0	0	0	1	0
rs4646437	CYP3A4	galantamine	disease:dementia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646437	CYP3A4	methadone	disease:heroin dependence	['nan']	0	0	0	0	0	1	0	0	1	0
rs4646437	CYP3A4	risperidone	disease:bipolar disorder, disease:depression, disease:substance-related disorders	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646437	CYP3A4	risperidone	disease:psychotic disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646437	CYP3A4	sunitinib	disease:renal cell carcinoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs4646437	CYP3A4	tacrolimus	disease:kidney transplantation	['nan']	0	0	0	1	1	0	0	0	1	1
rs4646437	CYP3A4	tacrolimus	disease:kidney transplantation, disease:transplantation	['nan']	0	0	0	1	0	0	1	0	0	0
rs4646437	CYP3A4	tacrolimus	disease:liver transplantation	['nan']	0	0	0	1	0	0	0	0	1	0
rs4646437	CYP3A4	tacrolimus	general_population	['nan']	0	0	0	1	0	0	1	0	0	0
rs4646437	CYP3A4	tacrolimus	other:proteinuria	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646437	CYP3A4	voriconazole	disease:fungal infectious disease	['nan']	0	0	0	1	0	0	0	0	1	0
rs4646437	CYP3A4	voriconazole	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646440	CYP3A4	carbamazepine	disease:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646440	CYP3A4	methadone	disease:heroin dependence	['nan']	1	0	0	0	0	1	0	0	1	0
rs4646449	CYP3A5	tacrolimus	other:kidney transplantation	['nan']	0	0	0	1	0	0	0	0	1	0
rs4646450	CYP3A5	anthracyclines and related substances	other:acute lymphoblastic leukemia, other:osteosarcoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs4646450	CYP3A5	tacrolimus	disease:kidney transplantation, disease:transplantation	['nan']	0	0	0	1	0	0	1	0	0	0
rs4646450	CYP3A5	tacrolimus	disease:liver transplantation	['nan']	0	0	0	1	0	0	0	0	1	0
rs4646450	CYP3A5	tacrolimus	other:liver transplantation	['nan']	0	0	0	0	0	1	0	0	1	0
rs4646453	CYP3A5	ar-c124910xx	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646453	CYP3A5	sirolimus	other:kidney transplantation	['nan']	0	0	0	1	0	0	0	0	1	0
rs4646453	CYP3A5	tacrolimus	other:kidney transplantation	['nan']	0	0	0	1	0	1	0	0	1	0
rs4646453	CYP3A5	ticagrelor	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646457	unknown	tacrolimus	disease:kidney transplantation	['nan']	0	1	0	0	0	0	1	0	0	0
rs4646458	unknown	tacrolimus	disease:kidney transplantation	['nan']	0	1	0	0	0	0	1	0	0	0
rs4646487	CYP4B1	docetaxel	disease:prostatic neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs4646487	CYP4B1	thalidomide	disease:prostatic neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs4646536	CYP27B1	rifampin	disease:tuberculosis	['nan']	0	0	0	1	0	0	0	0	1	0
rs4646536	CYP27B1	tenofovir disoproxil	other:hiv infectious disease	['nan']	0	0	0	0	0	1	0	1	0	0
rs4646903	CYP1A1	asparaginase	other:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646903	CYP1A1	cyclophosphamide	other:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646903	CYP1A1	cytarabine	other:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646903	CYP1A1	deferasirox	disease:beta-thalassemia and related diseases	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646903	CYP1A1	doxorubicin	other:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646903	CYP1A1	ethambutol	disease:tuberculosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646903	CYP1A1	isoniazid	disease:tuberculosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646903	CYP1A1	mercaptopurine	other:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646903	CYP1A1	prednisone	other:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646903	CYP1A1	pyrazinamide	disease:tuberculosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646903	CYP1A1	rifampin	disease:tuberculosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646903	CYP1A1	streptomycin	disease:tuberculosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4646903	CYP1A1	vincristine	other:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4647198	TNF	infliximab	disease:colonic diseases, functional	['nan']	0	0	0	0	1	0	0	0	0	1
rs4648276	PTGS2	coxibs	disease:acute coronary syndrome	['nan']	0	0	0	0	0	1	0	0	1	0
rs4648287	PTGS2	atenolol	disease:hypertension	['nan']	1	0	0	0	0	0	0	0	1	0
rs4648310	PTGS2	aspirin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4648317	DRD2	methadone	disease:heroin dependence	['nan']	0	0	0	0	1	0	0	0	0	1
rs4648317	DRD2	opioids	disease:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs4648318	DRD2	heroin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4652	LGALS3	antibiotics	disease:infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4653436	EPHX1	warfarin	disease:heart valve replacement	['nan']	0	0	0	0	1	0	0	0	0	1
rs4653436	EPHX1	warfarin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4654327	OPRD1	heroin	general_population	['nan']	0	0	0	0	1	1	0	1	0	1
rs4654327	OPRD1	methadone	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4654327	OPRD1	naltrexone	disease:alcohol abuse	['nan']	0	0	1	0	0	0	0	0	1	0
rs4655226	CDA	gemcitabine	disease:neoplasms	['nan']	0	0	0	1	0	0	0	0	1	0
rs4655567	unknown	cisplatin	disease:small cell carcinoma	['nan']	0	0	1	0	0	0	0	1	1	0
rs4655567	unknown	irinotecan	disease:small cell carcinoma	['nan']	0	0	1	0	0	0	0	1	1	0
rs465646	REV3L	cisplatin	disease:osteosarcoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs4657437	RXRG	fluorouracil	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4657437	RXRG	irinotecan	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4657437	RXRG	leucovorin	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4658	SLC2A1	platinum	general_population	['nan']	0	0	0	0	0	1	0	1	0	0
rs4659982	GREM2	allopurinol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4661012	PEAR1	ticagrelor	general_population	['nan']	0	0	1	0	0	0	0	1	0	0
rs4664443	DPP4	sitagliptin	other:diabetes mellitus, type 2	['nan']	0	0	1	0	0	0	0	1	0	0
rs4671393	BCL11A	hydroxyurea	disease:beta-thalassemia and related diseases	['nan']	0	0	1	0	0	0	0	0	1	0
rs4673	CYBA	cisplatin	other:osteosarcoma	['nan']	0	0	0	0	0	1	0	1	0	0
rs4673	CYBA	cyclophosphamide	disease:lymphoma, b-cell	['nan']	0	0	0	0	1	0	0	0	0	1
rs4673	CYBA	cyclophosphamide	disease:lymphoma, large b-cell, diffuse	['nan']	0	0	1	0	0	0	0	1	0	0
rs4673	CYBA	doxorubicin	disease:lymphoma, b-cell	['nan']	0	0	0	0	1	0	0	0	0	1
rs4673	CYBA	doxorubicin	disease:lymphoma, large b-cell, diffuse	['nan']	0	0	1	0	0	0	0	1	0	0
rs4673	CYBA	doxorubicin	disease:non-hodgkin lymphoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs4673	CYBA	doxorubicin	other:osteosarcoma	['nan']	0	0	0	0	0	1	0	1	0	0
rs4673	CYBA	idarubicin	disease:leukemia, myeloid, acute	['nan']	0	0	1	0	0	1	0	1	1	0
rs4673	CYBA	prednisolone	disease:lymphoma, b-cell	['nan']	0	0	0	0	1	0	0	0	0	1
rs4673	CYBA	prednisone	disease:lymphoma, large b-cell, diffuse	['nan']	0	0	1	0	0	0	0	1	0	0
rs4673	CYBA	rituximab	disease:lymphoma, large b-cell, diffuse	['nan']	0	0	1	0	0	0	0	1	0	0
rs4673	CYBA	simvastatin	disease:hypercholesterolemia	['nan']	0	0	1	0	0	0	0	0	1	0
rs4673	CYBA	vincristine	disease:lymphoma, b-cell	['nan']	0	0	0	0	1	0	0	0	0	1
rs4673	CYBA	vincristine	disease:lymphoma, large b-cell, diffuse	['nan']	0	0	1	0	0	0	0	1	0	0
rs467387	BRD3	rivaroxaban	general_population	['nan']	1	0	0	0	0	0	0	0	1	0
rs4673990	ATIC	methotrexate	disease:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4673990	ATIC	methotrexate	other:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs4673991	ATIC	methotrexate	other:rheumatoid arthritis	['nan']	0	0	1	0	0	0	0	0	1	0
rs4673993	ATIC	methotrexate	disease:rheumatoid arthritis	['nan']	0	0	1	0	0	0	0	1	1	0
rs4673993	ATIC	methotrexate	other:lymphoma, other:osteosarcoma, other:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4673993	ATIC	methotrexate	other:rheumatoid arthritis	['nan']	0	0	1	0	0	0	0	1	1	0
rs4673993	ATIC	tenofovir	other:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4674470	MIR4268	asparaginase	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	0	1	0	1	0	0
rs4674470	MIR4268	cyclophosphamide	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	0	1	0	1	0	0
rs4674470	MIR4268	cytarabine	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	0	1	0	1	0	0
rs4674470	MIR4268	daunorubicin	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	0	1	0	1	0	0
rs4674470	MIR4268	hydrocortisone	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	0	1	0	1	0	0
rs4674470	MIR4268	methotrexate	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	0	1	0	1	0	0
rs4674470	MIR4268	prednisone	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	0	1	0	1	0	0
rs4674470	MIR4268	vincristine	disease:acute lymphoblastic leukemia	['nan']	0	0	0	0	0	1	0	1	0	0
rs4675690	CREB1	antidepressants	disease:depressive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs4675690	unknown	citalopram	disease:major depressive disorder	['nan']	0	0	0	0	0	1	0	0	1	0
rs4678145	UMPS	capecitabine	disease:colorectal neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs4679758	GMPS	mercaptopurine	other:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	"""analgesics"""	general_population	['nan']	1	0	0	0	0	0	0	1	0	0
rs4680	COMT	"""antiinflammatory agents"	general_population	['nan']	1	0	0	0	0	0	0	1	0	0
rs4680	COMT	"""ergot alkaloids"""	general_population	['nan']	1	0	0	0	0	0	0	1	0	0
rs4680	COMT	"""opioids"""	general_population	['nan']	1	0	0	0	0	0	0	1	0	0
rs4680	COMT	"""sumatriptan"""	general_population	['nan']	1	0	0	0	0	0	0	1	0	0
rs4680	COMT	antidepressants	disease:major depressive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	antipsychotics	disease:schizophrenia	['nan']	1	0	0	0	1	1	0	1	1	1
rs4680	COMT	antipsychotics	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs4680	COMT	antipsychotics	other:schizophrenia	['nan']	0	0	0	0	0	1	0	0	1	0
rs4680	COMT	buprenorphine	disease:opioid-related disorders	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	buprenorphine	disease:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	buprenorphine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	buprenorphine	other:opioid-related disorders	['nan']	0	0	1	0	0	1	0	1	1	0
rs4680	COMT	bupropion	other:major depressive disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4680	COMT	butorphanol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	clozapine	disease:schizophrenia	['nan']	0	0	1	0	1	0	0	0	1	1
rs4680	COMT	dihydrocodeine	disease:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	dronabinol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	drugs used in nicotine dependence	general_population	['nan']	0	0	1	0	0	0	0	0	1	0
rs4680	COMT	entacapone	disease:parkinson disease	['nan']	0	0	1	0	0	0	0	0	1	0
rs4680	COMT	erenumab	other:migraine without aura, other:migraine with aura	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	escitalopram	other:depression	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	fentanyl	disease:neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	fentanyl	disease:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	fentanyl	disease:pain, postoperative	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	fentanyl	general_population	['nan']	0	0	0	0	1	1	0	0	1	1
rs4680	COMT	fentanyl	other:opioid-related disorders	['nan']	0	0	0	0	0	1	0	1	1	0
rs4680	COMT	fluoxetine	disease:major depressive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	fluvoxamine	disease:major depressive disorder	['nan']	0	0	1	0	0	0	0	1	0	0
rs4680	COMT	fremanezumab	other:migraine without aura, other:migraine with aura	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	galcanezumab	other:migraine without aura, other:migraine with aura	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	glucose	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs4680	COMT	haloperidol	disease:schizophrenia	['nan']	0	0	0	0	0	1	0	0	1	0
rs4680	COMT	hydromorphone	disease:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	levodopa	disease:parkinson disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	levodopa	other:parkinson disease	['nan']	0	0	0	0	1	1	0	0	1	1
rs4680	COMT	mercaptopurine	other:acute lymphoblastic leukemia	['nan']	0	0	0	0	0	1	0	0	1	0
rs4680	COMT	methadone	disease:opioid-related disorders	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	methadone	disease:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	methadone	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	methadone	other:neonatal abstinence syndrome	['nan']	1	0	0	0	0	0	0	1	0	0
rs4680	COMT	methadone	other:opioid-related disorders	['nan']	0	0	1	0	1	0	0	1	0	1
rs4680	COMT	methamphetamine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	methylphenidate	disease:attention deficit disorder with hyperactivity	['nan']	0	0	1	0	1	0	0	0	1	1
rs4680	COMT	methylphenidate	disease:autism spectrum disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4680	COMT	methylphenidate	other:attention deficit disorder with hyperactivity	['nan']	0	0	0	0	0	1	0	1	0	0
rs4680	COMT	methylphenidate	other:attention deficit disorder with hyperactivity, other:fetal alcohol syndrome	['nan']	0	0	0	0	0	1	0	0	1	0
rs4680	COMT	modafinil	other:methamphetamine dependence	['nan']	0	0	1	0	1	0	0	0	1	1
rs4680	COMT	morphine	"""other:coronary artery disease"", ""efficacy:pain, postoperative"""	['nan']	0	0	1	0	0	0	0	0	1	0
rs4680	COMT	morphine	disease:low back pain	['nan']	0	0	1	0	0	0	0	0	1	0
rs4680	COMT	morphine	disease:neoplasms	['nan']	0	0	1	0	1	0	0	1	0	1
rs4680	COMT	morphine	disease:pain	['nan']	0	0	1	0	1	0	0	1	1	1
rs4680	COMT	morphine	disease:pain, postoperative	['nan']	0	0	1	0	1	0	0	1	0	1
rs4680	COMT	morphine	general_population	['nan']	0	0	1	0	1	0	0	1	1	1
rs4680	COMT	morphine	other:lung neoplasms	['nan']	0	0	0	0	1	1	0	0	1	1
rs4680	COMT	morphine	other:neonatal abstinence syndrome	['nan']	1	0	0	0	0	0	0	1	0	0
rs4680	COMT	morphine	other:pain, other:neoplasms	['nan']	0	0	0	0	0	1	0	1	0	0
rs4680	COMT	naloxone	other:pain	['nan']	0	0	0	0	0	1	0	0	1	0
rs4680	COMT	nicotine	disease:tobacco use disorder	['nan']	1	0	1	0	0	0	0	0	1	0
rs4680	COMT	nicotine	general_population	['nan']	0	0	1	0	1	0	0	0	1	1
rs4680	COMT	nicotine	other:smokers	['nan']	0	0	0	0	0	1	0	1	0	0
rs4680	COMT	"non-steroids"""	general_population	['nan']	1	0	0	0	0	0	0	1	0	0
rs4680	COMT	olanzapine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	opioids	"""other:breast neoplasms"", ""other:pain, postoperative"""	['nan']	0	1	0	0	0	0	0	0	1	0
rs4680	COMT	opioids	disease:neoplasms, disease:pain	['nan']	0	1	0	0	0	0	0	0	1	0
rs4680	COMT	opioids	disease:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	opioids	disease:pain, postoperative	['nan']	0	1	0	0	0	0	0	0	1	0
rs4680	COMT	opioids	general_population	['nan']	0	1	1	0	1	0	0	1	1	1
rs4680	COMT	opioids	other:adenotonsillectomy	['nan']	1	0	0	0	0	0	0	0	1	0
rs4680	COMT	opioids	other:opioid-related disorders	['nan']	0	0	0	0	0	1	0	1	0	0
rs4680	COMT	opioids	other:pain	['nan']	0	1	0	0	0	1	0	0	1	0
rs4680	COMT	opioids	other:pain, other:neoplasms	['nan']	0	1	0	0	0	1	0	1	1	0
rs4680	COMT	oxycodone	disease:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	oxycodone	general_population	['nan']	0	0	1	0	1	0	0	0	1	1
rs4680	COMT	oxycodone	other:lung neoplasms	['nan']	0	0	0	0	1	1	0	0	1	1
rs4680	COMT	oxycodone	other:pain	['nan']	0	0	0	0	0	1	0	0	1	0
rs4680	COMT	paroxetine	disease:major depressive disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4680	COMT	piritramide	disease:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	propranolol	efficacy:pain, disease:temporomandibular joint disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs4680	COMT	propranolol	other:temporomandibular joint dysfunction syndrome	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	rasagiline	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
rs4680	COMT	remifentanil	disease:pain	['nan']	0	0	1	0	0	0	0	0	1	0
rs4680	COMT	risperidone	disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	risperidone	other:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs4680	COMT	sufentanil	general_population	['nan']	0	0	1	0	1	0	0	1	0	1
rs4680	COMT	sufentanil	other:pain, postoperative	['nan']	0	1	1	0	0	0	0	0	1	0
