Id	SNP_ID	ACC_NUMBER	ALLELE	SNP_CLASS	CHRPOS	FXN_CLASS	GENE_NAME
59109937	492602	NC_000019.10	N	snv	19:48703160	non_coding_transcript_variant,coding_sequence_variant,synonymous_variant	FUT2,LOC105447645
59112598	934635	NC_000015.10	R	snv	15:51186580	intron_variant	MIR4713HG
59115101	2513265	NC_000011.10	W	snv	11:105553068		
59117276	1409314	NC_000010.11	N	snv	10:118856240		
59119864	10752271	NC_000010.11	V	snv	10:12662192	intron_variant,genic_upstream_transcript_variant,upstream_transcript_variant	CAMK1D
59120043	17501011	NC_000016.10	R	snv	16:15987266	genic_upstream_transcript_variant,intron_variant	ABCC1
59125921	10853728	NC_000019.10	N	snv	19:39254506		
59130083	1801253	NC_000010.11	V	snv	10:114045297	missense_variant,coding_sequence_variant	ADRB1
59130683	14158	NC_000019.10	N	snv	19:11131368	genic_downstream_transcript_variant,3_prime_UTR_variant	LDLR
59133154	2250242	NC_000009.12	N	snv	9:114341693	missense_variant,coding_sequence_variant,non_coding_transcript_variant,genic_downstream_transcript_variant	AKNA
59133925	4675690	NC_000002.12	Y	snv	2:207643083		
59137106	1051685	NC_000002.12	R	snv	2:216205653	3_prime_UTR_variant	XRCC5
59141834	10875989	NC_000012.12	N	snv	12:49957292	3_prime_UTR_variant,genic_downstream_transcript_variant,intron_variant	AQP2,AQP5-AS1
59145644	264663	NC_000002.12	N	snv	2:159053694	genic_upstream_transcript_variant,intron_variant	TANC1
59150318	1532624	NC_000016.10	N	snv	16:56971567	intron_variant	CETP
59152122	246240	NC_000016.10	D	snv	16:16025167	intron_variant	ABCC1
59153754	3133084	NC_000011.10	N	snv	11:126157578		
59154538	3732357	NC_000003.12	R	snv	3:119812011	intron_variant	NR1I2
59156345	2125739	NC_000006.12	Y	snv	6:43445127	genic_downstream_transcript_variant,non_coding_transcript_variant,missense_variant,intron_variant,coding_sequence_variant	ABCC10
59156576	2640543	NC_000003.12	N	snv	3:148714582	intron_variant	AGTR1
59156708	17724494	NC_000012.12	Y	snv	12:5918126	intron_variant	ANO2
59168471	3091244	NC_000001.11	D	snv	1:159714875	2KB_upstream_variant,upstream_transcript_variant	CRP
59170581	4149570	NC_000012.12	N	snv	12:6342424	2KB_upstream_variant,upstream_transcript_variant	TNFRSF1A
59171024	2413775	NC_000015.10	W	snv	15:45252090	upstream_transcript_variant,2KB_upstream_variant,intron_variant	SLC28A2,SLC28A2-AS1
59172778	59172778	NC_000011.10	D	snv	11:128839231	coding_sequence_variant,missense_variant	KCNJ1
59180014	664393	NC_000013.11	N	snv	13:28496864	upstream_transcript_variant,2KB_upstream_variant	FLT1
59181155	696692	NC_000001.11	N	snv	1:74591902	genic_upstream_transcript_variant,intron_variant	ERICH3,ERICH3-AS1
59186466	181781	NC_000005.10	R	snv	5:132059422	2KB_upstream_variant,upstream_transcript_variant,intron_variant	IL3,LOC105379174
59189560	12305884	NC_000012.12	R	snv	12:21200738	intron_variant	SLCO1B1
59195998	11045874	NC_000012.12	N	snv	12:21222129	intron_variant	SLCO1B1
59197334	7306991	NC_000012.12	D	snv	12:9657855	non_coding_transcript_variant	LOC374443
59199002	2242446	NC_000016.10	N	snv	16:55656513	5_prime_UTR_variant,upstream_transcript_variant,genic_upstream_transcript_variant,2KB_upstream_variant,intron_variant	SLC6A2,LOC124903693
59200792	17250932	NC_000017.11	Y	snv	17:47731941	2KB_upstream_variant,upstream_transcript_variant	TBX21
59201656	10421558	NC_000019.10	V	snv	19:1812522	upstream_transcript_variant,2KB_upstream_variant	ATP8B3
59201782	12777823	NC_000010.11	D	snv	10:94645745		
59202656	7945189	NC_000011.10	Y	snv	11:102789833	intron_variant,downstream_transcript_variant,500B_downstream_variant	MMP1,WTAPP1
59204461	4842198	NC_000009.12	N	snv	9:134441602		
59204495	201522	NC_000007.14	R	snv	7:102128266	intron_variant	CUX1
59206651	4148579	NC_000003.12	N	snv	3:183967461	intron_variant,genic_downstream_transcript_variant	ABCC5
59209153	9952628	NC_000018.10	R	snv	18:47228280	genic_downstream_transcript_variant,intron_variant	SKOR2
59209496	1074287	NC_000006.12	V	snv	6:154027674	genic_upstream_transcript_variant,intron_variant	OPRM1
59210228	17495520	NC_000005.10	Y	snv	5:167212900	genic_upstream_transcript_variant,intron_variant	TENM2
59212187	6196	NC_000005.10	R	snv	5:143281925	non_coding_transcript_variant,genic_downstream_transcript_variant,synonymous_variant,intron_variant,coding_sequence_variant	NR3C1
59220182	1104514	NC_000009.12	N	snv	9:11028275		
59221588	4132670	NC_000010.11	N	snv	10:113008012	genic_upstream_transcript_variant,intron_variant	TCF7L2
59224286	6498588	NC_000016.10	N	snv	16:15938949	intron_variant	LOC107984869
59225950	747302	NC_000011.10	N	snv	11:636689	upstream_transcript_variant,2KB_upstream_variant	DRD4
59227473	40239	NC_000007.14	R	snv	7:116677823	intron_variant,genic_upstream_transcript_variant	MET,COMETT
59229871	7905446	NC_000010.11	D	snv	10:90859404	2KB_upstream_variant,upstream_transcript_variant	HTR7
59230724	7081864	NC_000010.11	D	snv	10:51930571	intron_variant,genic_upstream_transcript_variant	PRKG1
59231970	17117817	NC_000012.12	K	snv	12:55629199		
59234015	167771	NC_000003.12	N	snv	3:114157428	intron_variant	DRD3
59238422	885004	NC_000009.12	V	snv	9:84294635	intron_variant	SLC28A3
59239647	1017860	NC_000018.10	B	snv	18:79412206	intron_variant	NFATC1
59240169	1160351	NC_000014.9	N	snv	14:47546779	genic_upstream_transcript_variant,intron_variant	MDGA2
59247095	9200	NC_000005.10	N	snv	5:41142504	intron_variant,3_prime_UTR_variant	C6,LOC105374739
59249515	3752120	NC_000019.10	Y	snv	19:52048768	upstream_transcript_variant,5_prime_UTR_variant,genic_upstream_transcript_variant	ZNF432
59251613	50872	NC_000019.10	D	snv	19:45359191	intron_variant	ERCC2
59251920	2248374	NC_000005.10	R	snv	5:96900192	non_coding_transcript_variant,genic_downstream_transcript_variant,intron_variant,genic_upstream_transcript_variant	ERAP1,ERAP2
59252300	2459693	NC_000003.12	Y	snv	3:179215575	intron_variant	PIK3CA
59253737	9819548	NC_000003.12	N	snv	3:21757051	genic_upstream_transcript_variant,intron_variant	ZNF385D
59253750	909530	NC_000001.11	H	snv	1:171114034	coding_sequence_variant,missense_variant,synonymous_variant	FMO3
59254920	2268639	NC_000006.12	W	snv	6:39082846	intron_variant	GLP1R
59257314	2043211	NC_000019.10	N	snv	19:48234449	missense_variant,genic_downstream_transcript_variant,5_prime_UTR_variant,non_coding_transcript_variant,synonymous_variant,stop_gained,coding_sequence_variant	CARD8
59257322	5326	NC_000005.10	N	snv	5:175443193	5_prime_UTR_variant	DRD1
59258609	629301	NC_000001.11	N	snv	1:109275684	3_prime_UTR_variant	CELSR2
59260125	1883832	NC_000020.11	N	snv	20:46118343	genic_upstream_transcript_variant,5_prime_UTR_variant,non_coding_transcript_variant	CD40
59265001	16974799	NC_000019.10	B	snv	19:40998172	intron_variant	CYP2B6
59266540	1051740	NC_000001.11	Y	snv	1:225831932	coding_sequence_variant,missense_variant,intron_variant,non_coding_transcript_variant	EPHX1
59267920	9886152	NC_000007.14	B	snv	7:19729117	intron_variant	TMEM196,LOC107986774
59270229	165854	NC_000022.11	R	snv	22:20813499	synonymous_variant,genic_upstream_transcript_variant,coding_sequence_variant	PI4KA
59275884	363334	NC_000010.11	S	snv	10:117245484	intron_variant	SLC18A2
59277963	723685	NC_000006.12	N	snv	6:110442672	missense_variant,coding_sequence_variant	SLC22A16
59280064	383510	NC_000021.9	H	snv	21:41486440	intron_variant	TMPRSS2
59283289	2298897	NC_000001.11	S	snv	1:28839325	intron_variant	OPRD1
59283581	3768142	NC_000001.11	D	snv	1:236865264	intron_variant	MTR
59288023	1546519	NC_000008.11	R	snv	8:55911999	intron_variant	LYN
59288687	59288687	NC_000021.9	Y	snv	21:25739963	intron_variant,5_prime_UTR_variant	GABPA
59292214	3740066	NC_000010.11	B	snv	10:99844450	genic_downstream_transcript_variant,synonymous_variant,non_coding_transcript_variant,missense_variant,coding_sequence_variant	ABCC2
59292400	174699	NC_000022.11	Y	snv	22:19966935	genic_downstream_transcript_variant,intron_variant,3_prime_UTR_variant	ARVCF,COMT
59297696	1800734	NC_000003.12	N	snv	3:36993455	upstream_transcript_variant,2KB_upstream_variant	MLH1,EPM2AIP1
59299689	1934969	NC_000010.11	W	snv	10:94988738	intron_variant	CYP2C9
59301568	12050587	NC_000015.10	R	snv	15:55335330	intron_variant	PIGB
59305633	2241883	NC_000002.12	Y	snv	2:88124547	coding_sequence_variant,missense_variant	FABP1
59310321	4410790	NC_000007.14	Y	snv	7:17244953	genic_downstream_transcript_variant,intron_variant	LOC101927609
59310468	2235015	NC_000007.14	H	snv	7:87570248	intron_variant	ABCB1
59311291	2018683	NC_000007.14	D	snv	7:28974579		
59312327	622342	NC_000006.12	V	snv	6:160151834	intron_variant	SLC22A1
59313803	1051730	NC_000015.10	N	snv	15:78601997	synonymous_variant,stop_gained,non_coding_transcript_variant,coding_sequence_variant	CHRNA3
59314714	4341	NC_000017.11	N	snv	17:63488629	intron_variant,non_coding_transcript_variant	ACE
59318518	568408	NC_000003.12	R	snv	3:159995680	intron_variant,3_prime_UTR_variant	IL12A,IL12A-AS1
59320715	365836	NC_000007.14	R	snv	7:102166571	intron_variant	CUX1
59323107	1002976	NC_000004.12	N	snv	4:176627447		
59326496	10161126	NC_000012.12	D	snv	12:109604543		
59326810	10737062	NC_000010.11	V	snv	10:12690744	intron_variant	CAMK1D
59327054	6511720	NC_000019.10	K	snv	19:11091630	upstream_transcript_variant,intron_variant,2KB_upstream_variant	LDLR,LDLR-AS1
59327150	848	NC_000005.10	N	snv	5:132660808	3_prime_UTR_variant	IL13
59327555	2251214	NC_000012.12	D	snv	12:79430071	intron_variant	SYT1
59330973	221253	NC_000007.14	N	snv	7:157539478	3_prime_UTR_variant,genic_downstream_transcript_variant	PTPRN2
59331160	2238476	NC_000016.10	N	snv	16:16120015	intron_variant	ABCC1
59332581	17327624	NC_000007.14	D	snv	7:87587501	intron_variant	ABCB1
59332753	3788200	NC_000021.9	D	snv	21:45536657	intron_variant,5_prime_UTR_variant,genic_upstream_transcript_variant,upstream_transcript_variant	SLC19A1
59334064	17070785	NC_000008.11	D	snv	8:4610006	intron_variant,genic_upstream_transcript_variant	CSMD1
59335321	544093	NC_000006.12	D	snv	6:154136358	intron_variant,genic_downstream_transcript_variant	OPRM1
59336933	576859	NC_000011.10	N	snv	11:57713151	intron_variant,upstream_transcript_variant,2KB_upstream_variant	TMX2,MED19,TMX2-CTNND1
59338666	1008805	NC_000015.10	D	snv	15:51257402	upstream_transcript_variant,genic_upstream_transcript_variant,intron_variant	CYP19A1,MIR4713HG
59340138	10501087	NC_000011.10	B	snv	11:27648561	intron_variant	BDNF-AS
59340663	511435	NC_000006.12	B	snv	6:154047412	genic_upstream_transcript_variant,intron_variant	OPRM1
59345966	12720462	NC_000001.11	M	snv	1:171248552	intron_variant,genic_upstream_transcript_variant,5_prime_UTR_variant	FMO1,LOC105371611
59347715	1944294	NC_000018.10	W	snv	18:28036487	coding_sequence_variant,stop_gained,intron_variant	CDH2
59347832	1137101	NC_000001.11	N	snv	1:65592830	coding_sequence_variant,missense_variant	LEPR
59348391	4817668	NC_000021.9	H	snv	21:34496324	intron_variant,genic_upstream_transcript_variant	KCNE1
59349069	939338	NC_000003.12	N	snv	3:183986280	intron_variant	ABCC5
59349429	576859	NC_000011.10	N	snv	11:57713151	intron_variant,upstream_transcript_variant,2KB_upstream_variant	TMX2,MED19,TMX2-CTNND1
59350502	2236855	NC_000001.11	V	snv	1:28835487	intron_variant	OPRD1
59352977	11678615	NC_000002.12	Y	snv	2:200676898	coding_sequence_variant,synonymous_variant,non_coding_transcript_variant,genic_downstream_transcript_variant	AOX1
59357911	5569	NC_000016.10	N	snv	16:55697923	coding_sequence_variant,synonymous_variant,missense_variant	SLC6A2
59358441	15524	NC_000007.14	N	snv	7:99648291	non_coding_transcript_variant,genic_downstream_transcript_variant,intron_variant,3_prime_UTR_variant,downstream_transcript_variant	CYP3A5,ZSCAN25
59361263	1353295	NC_000004.12	N	snv	4:74463405		
59362280	17343066	NC_000009.12	R	snv	9:84331158	genic_upstream_transcript_variant,intron_variant	SLC28A3
59362442	912571	NC_000006.12	S	snv	6:150119154		
59362541	2046934	NC_000003.12	N	snv	3:151339854	intron_variant	P2RY12,MED12L
59364090	1127648	NC_000015.10	N	snv	15:75674754	3_prime_UTR_variant	CSPG4
59364706	13393173	NC_000002.12	V	snv	2:168532581	genic_upstream_transcript_variant,intron_variant	CERS6
59378010	8020368	NC_000014.9	H	snv	14:95477211	intron_variant	SYNE3
59380454	1051775	NC_000006.12	Y	snv	6:52794164	synonymous_variant,coding_sequence_variant	GSTA1
59381366	2687116	NC_000007.14	N	snv	7:99768320	intron_variant	CYP3A4
59383755	2302948	NC_000019.10	B	snv	19:48592808	missense_variant,synonymous_variant,coding_sequence_variant	SULT2B1
59387636	238406	NC_000019.10	K	snv	19:45365051	non_coding_transcript_variant,coding_sequence_variant,synonymous_variant	ERCC2
59390283	296766	NC_000012.12	H	snv	12:49957170	3_prime_UTR_variant,genic_downstream_transcript_variant,intron_variant	AQP2,AQP5-AS1
59393892	2740574	NC_000007.14	N	snv	7:99784473	2KB_upstream_variant,upstream_transcript_variant	CYP3A4
59395667	4775936	NC_000015.10	Y	snv	15:51243825	upstream_transcript_variant,5_prime_UTR_variant,genic_upstream_transcript_variant,intron_variant	CYP19A1,MIR4713HG
59396085	9332092	NC_000010.11	Y	snv	10:94936772	2KB_upstream_variant,upstream_transcript_variant	CYP2C9
59396450	2848716	NC_000006.12	V	snv	6:31420190		
59397732	3846662	NC_000005.10	N	snv	5:75355259	intron_variant	HMGCR
59398540	2072183	NC_000007.14	N	snv	7:44539581	5_prime_UTR_variant,coding_sequence_variant,synonymous_variant	NPC1L1
59400154	1799808	NC_000002.12	B	snv	2:127418286	upstream_transcript_variant,2KB_upstream_variant	PROC
59405446	2272653	NC_000008.11	N	snv	8:133280273	intron_variant	NDRG1
59409609	16934182	NC_000010.11	V	snv	10:77018976	intron_variant,genic_downstream_transcript_variant	KCNMA1
59410433	41301394	NC_000007.14	H	snv	7:75983485	intron_variant	POR
59412671	760316	NC_000003.12	Y	snv	3:60113241	genic_downstream_transcript_variant,intron_variant,genic_upstream_transcript_variant	FHIT
59413120	16965962	NC_000013.11	M	snv	13:105154672		
59413929	1453542	NC_000011.10	V	snv	11:59457412	coding_sequence_variant,missense_variant	OR4D6
59420314	2651899	NC_000001.11	N	snv	1:3167148	2KB_upstream_variant,intron_variant,upstream_transcript_variant	PRDM16,LOC105378606
59421193	2292954	NC_000016.10	N	snv	16:89546715	coding_sequence_variant,missense_variant,genic_downstream_transcript_variant	SPG7
59421833	7515157	NC_000001.11	B	snv	1:171210338	non_coding_transcript_variant,3_prime_UTR_variant,intron_variant	FMO2,LOC105371611,LOC124900413
59422763	7541245	NC_000001.11	M	snv	1:147209857	genic_upstream_transcript_variant,intron_variant	FMO5,CHD1L
59423896	503464	NC_000015.10	W	snv	15:78565554	5_prime_UTR_variant	CHRNA5
59425152	1910167	NC_000012.12	Y	snv	12:21053900	intron_variant	SLCO1B3-SLCO1B7
59425161	2916205	NC_000001.11	Y	snv	1:153348279	intron_variant,genic_upstream_transcript_variant	PGLYRP4
59426048	2838958	NC_000021.9	V	snv	21:45528653	intron_variant	SLC19A1
59426833	2229107	NC_000007.14	N	snv	7:87509343	coding_sequence_variant,missense_variant	ABCB1
59426892	1816702	NC_000004.12	N	snv	4:153688371	intron_variant	TLR2
59431445	11014166	NC_000010.11	W	snv	10:18419869	intron_variant,genic_upstream_transcript_variant	CACNB2
59436293	2261988	NC_000019.10	N	snv	19:4910877	intron_variant,genic_upstream_transcript_variant,missense_variant,5_prime_UTR_variant,coding_sequence_variant	UHRF1,ARRDC5
59437181	1063192	NC_000009.12	N	snv	9:22003368	intron_variant,3_prime_UTR_variant	CDKN2B,CDKN2B-AS1
59437962	329007	NC_000018.10	V	snv	18:9522608	intron_variant	RALBP1
59438738	4035887	NC_000002.12	N	snv	2:46340088	intron_variant	EPAS1
59441336	780094	NC_000002.12	N	snv	2:27518370	genic_downstream_transcript_variant,intron_variant	GCKR
59441780	2301759	NC_000019.10	N	snv	19:1238900	upstream_transcript_variant,intron_variant,2KB_upstream_variant	CBARP,CBARP-DT
59445368	727957	NC_000021.9	N	snv	21:34507774	intron_variant,genic_upstream_transcript_variant	KCNE1
59446512	2237892	NC_000011.10	Y	snv	11:2818521	intron_variant	KCNQ1
59447794	7518660	NC_000001.11	R	snv	1:67219760	intron_variant	IL23R
59448529	1143623	NC_000002.12	V	snv	2:112838252	upstream_transcript_variant,2KB_upstream_variant	IL1B
59450927	7160796	NC_000014.9	V	snv	14:72927906	genic_upstream_transcript_variant,intron_variant,upstream_transcript_variant	DCAF4
59455029	2391191	NC_000013.11	V	snv	13:105467097	missense_variant,5_prime_UTR_variant,intron_variant,coding_sequence_variant	DAOA,DAOA-AS1
59455247	4673	NC_000016.10	N	snv	16:88646828	coding_sequence_variant,missense_variant	CYBA
59459134	7968606	NC_000012.12	Y	snv	12:99423064	intron_variant,genic_upstream_transcript_variant	ANKS1B
59459319	12720461	NC_000015.10	Y	snv	15:74749010	intron_variant	CYP1A2
59465152	130072	NC_000006.12	N	snv	6:31144707	downstream_transcript_variant,missense_variant,coding_sequence_variant,genic_downstream_transcript_variant	CCHCR1
59465414	1783835	NC_000011.10	D	snv	11:121672215		
59466722	2975226	NC_000005.10	W	snv	5:1445501	upstream_transcript_variant,2KB_upstream_variant	SLC6A3
59469642	10046	NC_000015.10	N	snv	15:51210789	3_prime_UTR_variant,intron_variant	CYP19A1,MIR4713HG
59470570	1350948	NC_000011.10	N	snv	11:23496859		
59474409	581111	NC_000001.11	N	snv	1:28848861	intron_variant	OPRD1
59477014	2297480	NC_000001.11	N	snv	1:155309691	2KB_upstream_variant,intron_variant,upstream_transcript_variant	FDPS,PKLR
59480797	11940694	NC_000004.12	R	snv	4:39413373	intron_variant	KLB
59483082	7853758	NC_000009.12	D	snv	9:84286011	intron_variant,coding_sequence_variant,non_coding_transcript_variant,synonymous_variant,genic_downstream_transcript_variant,missense_variant	SLC28A3,LOC105376116
59484680	7643038	NC_000003.12	D	snv	3:119778198		
59491337	2242480	NC_000007.14	Y	snv	7:99763843	intron_variant	CYP3A4
59491670	1880676	NC_000010.11	R	snv	10:49616071	5_prime_UTR_variant,missense_variant,intron_variant,coding_sequence_variant	CHAT
59494749	1056836	NC_000002.12	V	snv	2:38071060	coding_sequence_variant,synonymous_variant,missense_variant	CYP1B1
59499788	7046653	NC_000009.12	D	snv	9:27490969	intron_variant,genic_upstream_transcript_variant	MOB3B
59500163	17238540	NC_000005.10	K	snv	5:75359673	intron_variant	HMGCR
59502379	59502379	NC_000012.12	S	snv	12:21205999	missense_variant,coding_sequence_variant	SLCO1B1
59503449	2235040	NC_000007.14	N	snv	7:87536434	intron_variant	ABCB1
59507667	7728773	NC_000005.10	N	snv	5:131110726		
59509869	9349256	NC_000006.12	D	snv	6:43436773	upstream_transcript_variant,genic_upstream_transcript_variant,intron_variant	ABCC10
59510058	2230395	NC_000010.11	D	snv	10:32922299	synonymous_variant,coding_sequence_variant	ITGB1
59510833	3852209	NC_000005.10	Y	snv	5:131160322	intron_variant,genic_downstream_transcript_variant	HINT1
59513874	510317	NC_000013.11	D	snv	13:113105440	upstream_transcript_variant,2KB_upstream_variant	F7
59514310	1801133	NC_000001.11	N	snv	1:11796321	coding_sequence_variant,missense_variant	MTHFR
59516208	1801158	NC_000001.11	N	snv	1:97515865	coding_sequence_variant,missense_variant,intron_variant,genic_downstream_transcript_variant	DPYD
59523765	931635	NC_000004.12	N	snv	4:99289690	intron_variant	ADH1A,LOC100507053
59528445	7349683	NC_000004.12	H	snv	4:65332086	coding_sequence_variant,synonymous_variant	EPHA5
59530358	2849380	NC_000018.10	N	snv	18:63312127	genic_downstream_transcript_variant,intron_variant	BCL2
59531592	11045854	NC_000012.12	R	snv	12:21197100	coding_sequence_variant,synonymous_variant	SLCO1B1
59533686	533556	NC_000011.10	M	snv	11:116870856	intron_variant,genic_downstream_transcript_variant,upstream_transcript_variant,genic_upstream_transcript_variant	SIK3
59534325	461872	NC_000012.12	R	snv	12:49951423	intron_variant,downstream_transcript_variant,500B_downstream_variant	AQP2,AQP5-AS1
59535482	1126510	NC_000019.10	N	snv	19:46620526	intron_variant,3_prime_UTR_variant	PTGIR
59535510	10819043	NC_000009.12	Y	snv	9:125274966	intron_variant	GAPVD1
59537282	12410394	NC_000001.11	R	snv	1:150887710	non_coding_transcript_variant,intron_variant,genic_downstream_transcript_variant	CTXND2,LOC107985204
59537951	3789243	NC_000007.14	N	snv	7:87591570	intron_variant	ABCB1
59538394	2162145	NC_000008.11	N	snv	8:67747912	2KB_upstream_variant,upstream_transcript_variant	CPA6
59538611	264663	NC_000002.12	N	snv	2:159053694	genic_upstream_transcript_variant,intron_variant	TANC1
59538631	2445142	NC_000001.11	V	snv	1:21899250	intron_variant,genic_upstream_transcript_variant,upstream_transcript_variant	HSPG2
59538675	1800497	NC_000011.10	N	snv	11:113400106	coding_sequence_variant,stop_gained,missense_variant	ANKK1
59539437	10209881	NC_000002.12	H	snv	2:31023383	intron_variant	GALNT14
59542304	3942465	NC_000002.12	Y	snv	2:212177764	genic_upstream_transcript_variant,intron_variant	ERBB4
59543051	2857657	NC_000017.11	B	snv	17:34256113	intron_variant	CCL2
59546659	1149515	NC_000007.14	N	snv	7:16736755		
59548587	7169	NC_000001.11	N	snv	1:112912477	3_prime_UTR_variant,downstream_transcript_variant,500B_downstream_variant	SLC16A1,LOC124904342
59551499	3829306	NC_000012.12	N	snv	12:21139346	intron_variant	SLCO1B1
59553880	10234709	NC_000007.14	H	snv	7:5335911	intron_variant	TNRC18
59554165	1110470	NC_000016.10	N	snv	16:27325106	genic_upstream_transcript_variant,intron_variant	IL4R
59554592	2230433	NC_000016.10	S	snv	16:30506720	coding_sequence_variant,missense_variant,genic_downstream_transcript_variant	ITGAL
59555200	7242	NC_000007.14	K	snv	7:101138164	3_prime_UTR_variant	SERPINE1
59556958	2168631	NC_000005.10	N	snv	5:175448999		
59557379	2236861	NC_000001.11	N	snv	1:28813244	intron_variant	OPRD1
59558192	17584499	NC_000009.12	N	snv	9:8879118	genic_upstream_transcript_variant,intron_variant	PTPRD
59559322	9895420	NC_000017.11	W	snv	17:50634677	2KB_upstream_variant,upstream_transcript_variant	ABCC3
59559753	7853758	NC_000009.12	D	snv	9:84286011	intron_variant,coding_sequence_variant,non_coding_transcript_variant,synonymous_variant,genic_downstream_transcript_variant,missense_variant	SLC28A3,LOC105376116
59562965	7200749	NC_000016.10	R	snv	16:31091268	coding_sequence_variant,synonymous_variant,missense_variant	VKORC1
59563378	11749180	NC_000005.10	M	snv	5:40745644	genic_downstream_transcript_variant,intron_variant,3_prime_UTR_variant	PTGER4,TTC33
59565503	6025211	NC_000020.11	B	snv	20:56864307		
59566663	5009910	NC_000002.12	N	snv	2:31026148	intron_variant	GALNT14
59568848	2569190	NC_000005.10	N	snv	5:140633331	upstream_transcript_variant,intron_variant,genic_upstream_transcript_variant	CD14,TMCO6
59569490	59569490	NC_000002.12	Y	snv	2:38306467	intron_variant	ATL2
59572958	620815	NC_000011.10	H	snv	11:108277605	intron_variant,genic_downstream_transcript_variant,genic_upstream_transcript_variant	ATM
59573204	4888024	NC_000016.10	D	snv	16:79405477	genic_downstream_transcript_variant,intron_variant	MAF
59573352	2075252	NC_000002.12	N	snv	2:169154475	coding_sequence_variant,stop_gained,missense_variant	LRP2
59576452	2069705	NC_000012.12	N	snv	12:68161231	2KB_upstream_variant,upstream_transcript_variant	IFNG
59580133	2295632	NC_000001.11	D	snv	1:46413890	downstream_transcript_variant,500B_downstream_variant	FAAH
59580335	17026688	NC_000003.12	Y	snv	3:30845325	intron_variant	GADL1
59583502	2281547	NC_000002.12	H	snv	2:31375957	intron_variant	XDH
59584810	7079	NC_000001.11	N	snv	1:230702585	3_prime_UTR_variant	AGT
59587180	901865	NC_000003.12	N	snv	3:11259021	5_prime_UTR_variant	HRH1
59587953	6051702	NC_000020.11	M	snv	20:3271278	genic_downstream_transcript_variant,intron_variant	DNAAF9
59588362	7512785	NC_000001.11	Y	snv	1:171210148	non_coding_transcript_variant,3_prime_UTR_variant,intron_variant	FMO2,LOC105371611,LOC124900413
59589267	11075995	NC_000016.10	N	snv	16:53821379	intron_variant	FTO
59590228	17461620	NC_000009.12	Y	snv	9:86348093	intron_variant	TUT7
59591387	9940629	NC_000016.10	D	snv	16:53970899	genic_downstream_transcript_variant,3_prime_UTR_variant,intron_variant	FTO
59591816	12999804	NC_000002.12	D	snv	2:31022784	intron_variant	GALNT14
59596579	774359	NC_000009.12	Y	snv	9:27561051	intron_variant,3_prime_UTR_variant	C9orf72
59596828	2497538	NC_000023.11	M	snv	X:114733932	intron_variant	HTR2C,LOC105373313
59598989	35694136	NC_000015.10	N	del	15:74747272	2KB_upstream_variant,upstream_transcript_variant	CYP1A2
59599460	4072879	NC_000007.14	V	snv	7:65908864	intron_variant	VKORC1L1
59599681	10929303	NC_000002.12	B	snv	2:233772770	3_prime_UTR_variant	UGT1A10,UGT1A8,UGT1A7,UGT1A6,UGT1A5,UGT1A9,UGT1A4,UGT1A1,UGT1A3
59602189	3754446	NC_000001.11	N	snv	1:109710619	2KB_upstream_variant,upstream_transcript_variant	GSTM5
59604033	28371706	NC_000022.11	N	snv	22:42129770	missense_variant,coding_sequence_variant	CYP2D6
59604090	2151222	NC_000001.11	D	snv	1:206480926	intron_variant	IKBKE
59607239	6166	NC_000002.12	N	snv	2:48962782	coding_sequence_variant,genic_downstream_transcript_variant,missense_variant	FSHR
59609945	234709	NC_000021.9	Y	snv	21:43066854	intron_variant,5_prime_UTR_variant	CBS
59611151	1414334	NC_000023.11	V	snv	X:114903581	intron_variant	HTR2C
59614522	12422149	NC_000011.10	D	snv	11:75172532	missense_variant,coding_sequence_variant	SLCO2B1
59617374	10513762	NC_000003.12	Y	snv	3:179588987	missense_variant,coding_sequence_variant	MRPL47
59618470	9288993	NC_000003.12	R	snv	3:114140326	intron_variant	DRD3
59618919	494904	NC_000002.12	B	snv	2:44914041		
59619136	1125338	NC_000016.10	Y	snv	16:54007867	3_prime_UTR_variant,genic_downstream_transcript_variant,intron_variant	FTO
59623113	948854	NC_000011.10	N	snv	11:68682735	intron_variant,upstream_transcript_variant,2KB_upstream_variant	GAL,LOC107984343
59623514	1344706	NC_000002.12	N	snv	2:184913701	intron_variant	ZNF804A
59626785	6113	NC_000014.9	Y	snv	14:94587512	synonymous_variant,coding_sequence_variant	SERPINA5
59627565	615470	NC_000015.10	Y	snv	15:78593646	genic_downstream_transcript_variant,3_prime_UTR_variant,intron_variant	CHRNA3,CHRNA5
59628733	9937	NC_000011.10	D	snv	11:4138227	coding_sequence_variant,synonymous_variant	RRM1
59628788	4541111	NC_000017.11	N	snv	17:65538420	intron_variant	AXIN2
59629438	135543	NC_000022.11	N	snv	22:46159422	intron_variant,genic_upstream_transcript_variant	PPARA
59635240	2298383	NC_000022.11	N	snv	22:24429543	genic_downstream_transcript_variant,intron_variant,genic_upstream_transcript_variant,non_coding_transcript_variant	ADORA2A,ADORA2A-AS1,SPECC1L-ADORA2A
59635509	2229109	NC_000007.14	H	snv	7:87550493	coding_sequence_variant,missense_variant	ABCB1
59638215	2487032	NC_000009.12	N	snv	9:104941653		
59638886	3124955	NC_000009.12	Y	snv	9:134882699	intron_variant	FCN2
59645135	6350	NC_000005.10	N	snv	5:1443084	synonymous_variant,missense_variant,coding_sequence_variant	SLC6A3
