Chemical_ID;Chemical;Entity1_type;Variant_ID;Variant;Entity2_type;LADME
PA452619;HEROIN;CHEMICAL;PA166183884;rs6473797;VARIANT;PD
PA452619;HEROIN;CHEMICAL;PA166183887;rs694066;VARIANT;PD
PA452619;HEROIN;CHEMICAL;PA166183890;rs3766951;VARIANT;PD
PA452619;HEROIN;CHEMICAL;PA166184206;rs2236855;VARIANT;PD
PA452619;HEROIN;CHEMICAL;PA166184208;rs2298897;VARIANT;PD
PA452619;HEROIN;CHEMICAL;PA166184212;rs508448;VARIANT;
PA452619;HEROIN;CHEMICAL;PA166184665;rs9478495;VARIANT;PD
PA452619;HEROIN;CHEMICAL;PA166184666;rs3778150;VARIANT;PD
PA452619;HEROIN;CHEMICAL;PA166184667;rs9384169;VARIANT;PD
PA452619;HEROIN;CHEMICAL;PA166185222;rs16917234;VARIANT;
PA452619;HEROIN;CHEMICAL;PA166200161;rs2133896;VARIANT;PD
PA452619;HEROIN;CHEMICAL;PA166233886;rs1611114;VARIANT;PD
PA448970;CHLORTHALIDONE;CHEMICAL;PA166153549;rs5065;VARIANT;PD
PA448970;CHLORTHALIDONE;CHEMICAL;PA166153819;rs11122576;VARIANT;PD
PA448970;CHLORTHALIDONE;CHEMICAL;PA166153854;rs12143842;VARIANT;PD
PA448970;CHLORTHALIDONE;CHEMICAL;PA166155143;rs4291;VARIANT;PD
PA448970;CHLORTHALIDONE;CHEMICAL;PA166156912;rs200148;VARIANT;PD
PA448970;CHLORTHALIDONE;CHEMICAL;PA166181205;rs35068180;VARIANT;PD
PA450616;NEVIRAPINE;CHEMICAL;PA166154155;rs12768009;VARIANT;
PA450616;NEVIRAPINE;CHEMICAL;PA166155378;rs2054675;VARIANT;PD
PA450616;NEVIRAPINE;CHEMICAL;PA166155409;rs3745274;VARIANT;PD
PA450616;NEVIRAPINE;CHEMICAL;PA166155411;rs3786547;VARIANT;PD
PA450616;NEVIRAPINE;CHEMICAL;PA166155465;rs12721646;VARIANT;
PA450616;NEVIRAPINE;CHEMICAL;PA166155478;rs28399499;VARIANT;PD
PA450616;NEVIRAPINE;CHEMICAL;PA166155511;rs58425034;VARIANT;
PA450616;NEVIRAPINE;CHEMICAL;PA166155746;rs6545803;VARIANT;PD
PA450616;NEVIRAPINE;CHEMICAL;PA166156151;rs28371706;VARIANT;
PA450616;NEVIRAPINE;CHEMICAL;PA166156387;rs3842689;VARIANT;
PA450616;NEVIRAPINE;CHEMICAL;PA166156804;rs2562519;VARIANT;PD
PA450616;NEVIRAPINE;CHEMICAL;PA166156909;rs130072;VARIANT;PD
PA450616;NEVIRAPINE;CHEMICAL;PA166156944;rs746647;VARIANT;PD
PA450616;NEVIRAPINE;CHEMICAL;PA166156982;rs1265112;VARIANT;PD
PA450616;NEVIRAPINE;CHEMICAL;PA166157014;rs2073724;VARIANT;PD
PA450616;NEVIRAPINE;CHEMICAL;PA166157018;rs2125739;VARIANT;
PA450616;NEVIRAPINE;CHEMICAL;PA166157066;rs3099844;VARIANT;PD
PA450616;NEVIRAPINE;CHEMICAL;PA166157160;rs9461684;VARIANT;PD
PA450616;NEVIRAPINE;CHEMICAL;PA166157221;rs76228616;VARIANT;PD
PA450616;NEVIRAPINE;CHEMICAL;PA166157267;rs776746;VARIANT;
PA450616;NEVIRAPINE;CHEMICAL;PA166157284;rs1045642;VARIANT;PD
PA166228921;PLAZOMICIN;CHEMICAL;PA166158908;rs267606618;VARIANT;
PA166228921;PLAZOMICIN;CHEMICAL;PA166158909;rs267606619;VARIANT;
PA166228921;PLAZOMICIN;CHEMICAL;PA166159181;rs267606617;VARIANT;
PA451446;SOMATROPIN RECOMBINANT;CHEMICAL;PA166154525;rs2069502;VARIANT;
PA451446;SOMATROPIN RECOMBINANT;CHEMICAL;PA166154538;rs2270777;VARIANT;
PA451446;SOMATROPIN RECOMBINANT;CHEMICAL;PA166155190;rs1800012;VARIANT;PD
PA451268;ROFECOXIB;CHEMICAL;PA166153559;rs20417;VARIANT;PD
PA165374673;TICAGRELOR;CHEMICAL;PA166153839;rs12041331;VARIANT;PD
PA165374673;TICAGRELOR;CHEMICAL;PA166153859;rs12566888;VARIANT;PD
PA165374673;TICAGRELOR;CHEMICAL;PA166154053;rs4244285;VARIANT;
PA165374673;TICAGRELOR;CHEMICAL;PA166154579;rs4149056;VARIANT;
PA165374673;TICAGRELOR;CHEMICAL;PA166154664;rs113681054;VARIANT;
PA165374673;TICAGRELOR;CHEMICAL;PA166156689;rs61361928;VARIANT;
PA165374673;TICAGRELOR;CHEMICAL;PA166157496;rs56324128;VARIANT;
PA165374673;TICAGRELOR;CHEMICAL;PA166157501;rs62471956;VARIANT;
PA165374673;TICAGRELOR;CHEMICAL;PA166162370;rs4661012;VARIANT;PD
PA449753;GENTAMICIN;CHEMICAL;PA166158908;rs267606618;VARIANT;PD
PA449753;GENTAMICIN;CHEMICAL;PA166158909;rs267606619;VARIANT;PD
PA449753;GENTAMICIN;CHEMICAL;PA166158910;rs28358569;VARIANT;PD
PA449753;GENTAMICIN;CHEMICAL;PA166159181;rs267606617;VARIANT;PD
PA166129523;ATEZOLIZUMAB;CHEMICAL;PA166157522;rs113488022;VARIANT;
PA449720;GABAPENTIN;CHEMICAL;PA166155063;rs4240803;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166153633;rs1563828;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166153680;rs2234922;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166153711;rs2501873;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166153712;rs2502815;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166153768;rs4646487;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166153907;rs75114882;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166153942;rs12418;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166153954;rs730720;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166153978;rs1871450;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166153989;rs1937840;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166153999;rs2227310;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166154049;rs4148943;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166154050;rs4148945;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166154051;rs4148947;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166154052;rs4148950;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166154054;rs4353229;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166154092;rs7921977;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166154152;rs12415607;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166154154;rs12762549;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166154568;rs3834935;VARIANT;
PA449383;DOCETAXEL;CHEMICAL;PA166154579;rs4149056;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166154602;rs7311358;VARIANT;
PA449383;DOCETAXEL;CHEMICAL;PA166154626;rs11045585;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166154711;rs2301159;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166154855;rs1048943;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166154981;rs12960;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166154996;rs875858;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166155033;rs2238472;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166155038;rs2292954;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166155169;rs879207;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166155183;rs1136201;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166155289;rs2849380;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166155331;rs45445694;VARIANT;
PA449383;DOCETAXEL;CHEMICAL;PA166155342;rs11615;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166155343;rs13181;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166155407;rs3212986;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166155635;rs1402467;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166155926;rs2273618;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166155938;rs3746574;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166155962;rs6130615;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166155966;rs17309872;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166156044;rs139887;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166156297;rs870995;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166156374;rs3732359;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166156375;rs3732360;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166156385;rs3814058;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166156444;rs11710163;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166156739;rs726501;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166156761;rs1382368;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166156882;rs16886403;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166156888;rs17661089;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166156925;rs544093;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166156938;rs699947;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166156985;rs1570360;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157003;rs1883322;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157007;rs2016520;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157077;rs3734254;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157116;rs6922548;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157128;rs7769719;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157183;rs13207351;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157202;rs35864111;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157228;rs144854329;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157284;rs1045642;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157367;rs2740574;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157565;rs1799931;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157728;rs1536475;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157746;rs2234753;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157747;rs2250242;VARIANT;
PA449383;DOCETAXEL;CHEMICAL;PA166157784;rs6413517;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157831;rs11185647;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157845;rs62576288;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157855;rs518329;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166157866;rs2227291;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166159089;rs11185648;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166159126;rs10538494;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166159127;rs9725457;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166179815;rs2229046;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166179816;rs773123;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166179817;rs2284922;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166179818;rs2070096;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166199721;rs147451859;VARIANT;PD
PA449383;DOCETAXEL;CHEMICAL;PA166199722;rs17587029;VARIANT;PD
PA450731;OXAZEPAM;CHEMICAL;PA166156530;rs1902023;VARIANT;
PA450731;OXAZEPAM;CHEMICAL;PA166179207;rs1976391;VARIANT;
PA152241907;LAPATINIB;CHEMICAL;PA166154264;rs9344;VARIANT;
PA166397682;RELUGOLIX / ESTRADIOL / NORETHINDRONE ACETATE;CHEMICAL;PA166153554;rs6025;VARIANT;
PA449686;FLUTICASONE PROPIONATE;CHEMICAL;PA166153971;rs1786929;VARIANT;PD
PA449686;FLUTICASONE PROPIONATE;CHEMICAL;PA166155171;rs967676;VARIANT;PD
PA449686;FLUTICASONE PROPIONATE;CHEMICAL;PA166157244;rs37973;VARIANT;PD
PA166313301;LECANEMAB;CHEMICAL;PA166155341;rs7412;VARIANT;
PA166313301;LECANEMAB;CHEMICAL;PA166155351;rs429358;VARIANT;
PA164783990;INTERFERON ALFA-2B, RECOMBINANT;CHEMICAL;PA166155098;rs9939609;VARIANT;PD
PA164783990;INTERFERON ALFA-2B, RECOMBINANT;CHEMICAL;PA166155915;rs1127354;VARIANT;PD
PA164712734;ENZYMES;CHEMICAL;PA166154481;rs669;VARIANT;PD
PA164712734;ENZYMES;CHEMICAL;PA166156775;rs1801020;VARIANT;PD
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166157511;rs74503330;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166157516;rs75527207;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166157525;rs113993960;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166157529;rs121908755;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166157530;rs121908757;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166157531;rs121909005;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166157537;rs267606723;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166162699;rs75961395;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166162705;rs74551128;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166164946;rs121908752;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166164947;rs121908753;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166164949;rs397508442;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166164958;rs75541969;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166178049;rs121909019;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166178058;rs397508139;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166178060;rs397508510;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166178078;rs36210737;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166178080;rs139304906;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166394541;rs397508573;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166394661;rs1800076;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166394921;rs1800097;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166394982;rs150157202;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166395061;rs397508616;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166395342;rs121909006;VARIANT;
PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;PA166395502;rs397508533;VARIANT;
PA449256;DEXMEDETOMIDINE;CHEMICAL;PA166153974;rs1800544;VARIANT;
PA449256;DEXMEDETOMIDINE;CHEMICAL;PA166155090;rs9922316;VARIANT;
PA449256;DEXMEDETOMIDINE;CHEMICAL;PA166209221;rs1800035;VARIANT;PD
PA449256;DEXMEDETOMIDINE;CHEMICAL;PA166209222;rs201376588;VARIANT;PD
PA449256;DEXMEDETOMIDINE;CHEMICAL;PA166209223;rs775887911;VARIANT;PD
PA134521193;COUMARIN;CHEMICAL;PA166155376;rs1801272;VARIANT;
PA134521193;COUMARIN;CHEMICAL;PA166155471;rs28399433;VARIANT;
PA134521193;COUMARIN;CHEMICAL;PA166155560;rs148044792;VARIANT;
PA164748728;MYCOPHENOLIC ACID;CHEMICAL;PA166153953;rs717620;VARIANT;
PA164748728;MYCOPHENOLIC ACID;CHEMICAL;PA166154028;rs3740066;VARIANT;
PA164748728;MYCOPHENOLIC ACID;CHEMICAL;PA166154547;rs2306283;VARIANT;
PA164748728;MYCOPHENOLIC ACID;CHEMICAL;PA166154583;rs4149117;VARIANT;PD
PA164748728;MYCOPHENOLIC ACID;CHEMICAL;PA166154602;rs7311358;VARIANT;PD
PA164748728;MYCOPHENOLIC ACID;CHEMICAL;PA166155718;rs3832043;VARIANT;
PA164748728;MYCOPHENOLIC ACID;CHEMICAL;PA166156443;rs11706052;VARIANT;PD
PA450137;KANAMYCIN;CHEMICAL;PA166158908;rs267606618;VARIANT;PD
PA450137;KANAMYCIN;CHEMICAL;PA166158909;rs267606619;VARIANT;PD
PA450137;KANAMYCIN;CHEMICAL;PA166159181;rs267606617;VARIANT;PD
PA450137;KANAMYCIN;CHEMICAL;PA166229161;rs28358571;VARIANT;PD
PA162356187;MURAGLITAZAR;CHEMICAL;PA166153701;rs2368564;VARIANT;PD
PA162356187;MURAGLITAZAR;CHEMICAL;PA166153977;rs1801253;VARIANT;PD
PA162356187;MURAGLITAZAR;CHEMICAL;PA166156901;rs5370;VARIANT;PD
PA166178312;(R)-METHADONE;CHEMICAL;PA166156619;rs7439366;VARIANT;
PA451906;WARFARIN;CHEMICAL;PA166153625;rs1131873;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166153656;rs1877724;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166153711;rs2501873;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166153959;rs1057910;VARIANT;
PA451906;WARFARIN;CHEMICAL;PA166153972;rs1799853;VARIANT;
PA451906;WARFARIN;CHEMICAL;PA166154042;rs3814637;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166154066;rs4917639;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166154067;rs4918758;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166154078;rs7089580;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166154097;rs9332096;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166154102;rs9332131;VARIANT;
PA451906;WARFARIN;CHEMICAL;PA166154109;rs10509680;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166154157;rs12777823;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166154175;rs28371685;VARIANT;
PA451906;WARFARIN;CHEMICAL;PA166154176;rs28371686;VARIANT;
PA451906;WARFARIN;CHEMICAL;PA166154195;rs72558189;VARIANT;
PA451906;WARFARIN;CHEMICAL;PA166154220;rs182132442;VARIANT;
PA451906;WARFARIN;CHEMICAL;PA166154579;rs4149056;VARIANT;
PA451906;WARFARIN;CHEMICAL;PA166154977;rs7294;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166154980;rs10517;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155017;rs1800566;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155040;rs2359612;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155042;rs2884737;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155072;rs4889606;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155079;rs7196161;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155080;rs7200749;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155084;rs8050894;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155091;rs9923231;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155096;rs9934438;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155102;rs10871454;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155104;rs11150606;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155119;rs17708472;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155123;rs17880887;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155125;rs17886199;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155133;rs61162043;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155134;rs61742245;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155136;rs72547529;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155137;rs104894539;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155138;rs104894540;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155139;rs104894541;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155140;rs104894542;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155341;rs7412;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155351;rs429358;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155381;rs2108622;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155384;rs2189784;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155598;rs699664;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155607;rs887829;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155632;rs1367117;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155685;rs2592551;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155805;rs11676382;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155822;rs12714145;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155911;rs1042580;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166155934;rs3212198;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166157254;rs339097;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166157284;rs1045642;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166157578;rs2645400;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166157607;rs4841588;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166157792;rs7856096;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166160014;rs41301394;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166160025;rs17126068;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166160028;rs2288344;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166160033;rs4379440;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166160865;rs2304429;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166160867;rs3826041;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166160869;rs72800847;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166165118;rs1060467;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166170886;rs4072879;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166176700;rs4760658;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166176701;rs11168292;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166176702;rs11168293;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166197882;rs679899;VARIANT;PD
PA451906;WARFARIN;CHEMICAL;PA166209781;rs780801862;VARIANT;
PA451906;WARFARIN;CHEMICAL;PA166223623;rs78132896;VARIANT;PD
PA450732;OXCARBAZEPINE;CHEMICAL;PA166154007;rs2273697;VARIANT;PD
PA450732;OXCARBAZEPINE;CHEMICAL;PA166155680;rs2298771;VARIANT;PD
PA450732;OXCARBAZEPINE;CHEMICAL;PA166155682;rs2304016;VARIANT;PD
PA450732;OXCARBAZEPINE;CHEMICAL;PA166155690;rs2741049;VARIANT;PD
PA450732;OXCARBAZEPINE;CHEMICAL;PA166156619;rs7439366;VARIANT;PD
PA450732;OXCARBAZEPINE;CHEMICAL;PA166157284;rs1045642;VARIANT;PD
PA450767;PAMIDRONATE;CHEMICAL;PA166153985;rs1934951;VARIANT;PD
PA451145;PROPRANOLOL;CHEMICAL;PA166156024;rs4680;VARIANT;PD
PA451145;PROPRANOLOL;CHEMICAL;PA166156748;rs1042713;VARIANT;PD
PA164754789;CONJUGATED ESTROGENS;CHEMICAL;PA166154516;rs1544410;VARIANT;PD
PA164754789;CONJUGATED ESTROGENS;CHEMICAL;PA166157143;rs9340799;VARIANT;PD
PA164754789;CONJUGATED ESTROGENS;CHEMICAL;PA166186146;rs1042028;VARIANT;PD
PA449390;DOLASETRON;CHEMICAL;PA166153802;rs10494366;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166153786;rs6702335;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166154334;rs1799732;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166154339;rs1800497;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166154938;rs16969968;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166155286;rs2717162;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166155393;rs2279343;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166155405;rs3211371;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166155418;rs4803381;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166155467;rs12721655;VARIANT;
PA448687;BUPROPION;CHEMICAL;PA166156046;rs165599;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166156336;rs1969624;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166156349;rs2245705;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166156350;rs2251954;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166156364;rs2742390;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166156365;rs2742417;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166156366;rs2742421;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166156367;rs2742423;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166156368;rs2742435;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166156786;rs2168631;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166156870;rs11746641;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166156871;rs11749035;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166175850;rs503464;VARIANT;PD
PA448687;BUPROPION;CHEMICAL;PA166184141;rs8109525;VARIANT;PD
