Variant_ID;Variant;Entity1_type;Chemical_ID;Chemical;Entity2_type;LADME
PA166183858;rs1461773;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166155570;rs193922803;VARIANT;PA164749136;DESFLURANE;CHEMICAL;PD
PA166155570;rs193922803;VARIANT;PA449461;ENFLURANE;CHEMICAL;PD
PA166155570;rs193922803;VARIANT;PA449845;HALOTHANE;CHEMICAL;PD
PA166155570;rs193922803;VARIANT;PA450106;ISOFLURANE;CHEMICAL;PD
PA166155570;rs193922803;VARIANT;PA450434;METHOXYFLURANE;CHEMICAL;PD
PA166155570;rs193922803;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
PA166155570;rs193922803;VARIANT;PA451522;SUCCINYLCHOLINE;CHEMICAL;PD
PA166159319;rs3873352;VARIANT;PA451749;TRIAMCINOLONE;CHEMICAL;PD
PA166203409;rs2233409;VARIANT;PA131301952;GEFITINIB;CHEMICAL;PD
PA166154939;rs16973225;VARIANT;PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;
PA166154939;rs16973225;VARIANT;PA448497;ASPIRIN;CHEMICAL;
PA166157132;rs8187725;VARIANT;PA133822447;CATECHOLAMINES;CHEMICAL;
PA166157132;rs8187725;VARIANT;PA450395;METFORMIN;CHEMICAL;
PA166163255;rs10741657;VARIANT;PA164784024;PEGINTERFERON ALFA-2B;CHEMICAL;PD
PA166163255;rs10741657;VARIANT;PA451241;RIBAVIRIN;CHEMICAL;PD
PA166262043;rs374515279;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166186239;rs4643;VARIANT;PA166186245;ACETALDEHYDE;CHEMICAL;
PA166157467;rs16873129;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166153959;rs1057910;VARIANT;PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PD
PA166153959;rs1057910;VARIANT;PA448871;CELECOXIB;CHEMICAL;PD
PA166153959;rs1057910;VARIANT;PA449293;DICLOFENAC;CHEMICAL;PD
PA166153959;rs1057910;VARIANT;PA450084;IRBESARTAN;CHEMICAL;PD
PA166153959;rs1057910;VARIANT;PA450268;LOSARTAN;CHEMICAL;PD
PA166153959;rs1057910;VARIANT;PA450947;PHENYTOIN;CHEMICAL;
PA166153959;rs1057910;VARIANT;PA451846;VALPROIC ACID;CHEMICAL;
PA166153959;rs1057910;VARIANT;PA451906;WARFARIN;CHEMICAL;
PA166155040;rs2359612;VARIANT;PA451906;WARFARIN;CHEMICAL;PD
PA166177786;rs6912029;VARIANT;PA166114414;COTININE;CHEMICAL;
PA166177786;rs6912029;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166179289;rs834576;VARIANT;PA130232992;BEVACIZUMAB;CHEMICAL;PD
PA166157071;rs3130931;VARIANT;PA448320;ALLOPURINOL;CHEMICAL;PD
PA166156293;rs760316;VARIANT;PA450037;INTERFERON BETA-1A;CHEMICAL;PD
PA166156293;rs760316;VARIANT;PA450039;INTERFERON BETA-1B;CHEMICAL;PD
PA166154840;rs578776;VARIANT;PA448073;ETHANOL;CHEMICAL;
PA166154840;rs578776;VARIANT;PA450626;NICOTINE;CHEMICAL;PD
PA166155363;rs1126510;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166350830;rs373442191;VARIANT;PA449441;EFAVIRENZ;CHEMICAL;
PA166350830;rs373442191;VARIANT;PA451141;PROPOFOL;CHEMICAL;
PA166156366;rs2742421;VARIANT;PA448687;BUPROPION;CHEMICAL;PD
PA166154084;rs7903146;VARIANT;PA10390;SULFONAMIDES, UREA DERIVATIVES;CHEMICAL;PD
PA166154084;rs7903146;VARIANT;PA449167;CYCLOSPORINE;CHEMICAL;PD
PA166154084;rs7903146;VARIANT;PA451365;SIROLIMUS;CHEMICAL;PD
PA166154084;rs7903146;VARIANT;PA451578;TACROLIMUS;CHEMICAL;PD
PA166156846;rs7706429;VARIANT;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA166154677;rs17655;VARIANT;PA150595617;PLATINUM;CHEMICAL;PD
PA166157302;rs1799889;VARIANT;PA449015;CITALOPRAM;CHEMICAL;PD
PA166157302;rs1799889;VARIANT;PA449673;FLUOXETINE;CHEMICAL;PD
PA166157302;rs1799889;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166154102;rs9332131;VARIANT;PA451906;WARFARIN;CHEMICAL;
PA166159104;rs8192935;VARIANT;PA165110351;DABIGATRAN;CHEMICAL;
PA166256641;rs2736308;VARIANT;PA164712563;BISPHOSPHONATES;CHEMICAL;PD
PA166153918;rs114096998;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166154899;rs2606345;VARIANT;PA164760843;DEFERASIROX;CHEMICAL;
PA166154899;rs2606345;VARIANT;PA448785;CARBAMAZEPINE;CHEMICAL;PD
PA166154899;rs2606345;VARIANT;PA450911;PHENOBARBITAL;CHEMICAL;PD
PA166154899;rs2606345;VARIANT;PA450947;PHENYTOIN;CHEMICAL;PD
PA166154899;rs2606345;VARIANT;PA451846;VALPROIC ACID;CHEMICAL;PD
PA166154194;rs72558187;VARIANT;PA450084;IRBESARTAN;CHEMICAL;
PA166155589;rs231775;VARIANT;PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PD
PA166155589;rs231775;VARIANT;PA449167;CYCLOSPORINE;CHEMICAL;PD
PA166157206;rs55918055;VARIANT;PA164712431;ANTIEMETICS AND ANTINAUSEANTS;CHEMICAL;
PA166157206;rs55918055;VARIANT;PA451124;PROGUANIL;CHEMICAL;
PA166157206;rs55918055;VARIANT;PA451224;RANITIDINE;CHEMICAL;
PA166319622;rs558354142;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166163480;rs13144136;VARIANT;PA164712445;ANTIHYPERTENSIVES;CHEMICAL;PD
PA166156499;rs1024323;VARIANT;PA448499;ATENOLOL;CHEMICAL;PD
PA166156499;rs1024323;VARIANT;PA450480;METOPROLOL;CHEMICAL;PD
PA166156499;rs1024323;VARIANT;PA451868;VERAPAMIL;CHEMICAL;PD
PA166155934;rs3212198;VARIANT;PA451906;WARFARIN;CHEMICAL;PD
PA166155627;rs1130609;VARIANT;PA449027;CLADRIBINE;CHEMICAL;PD
PA166155627;rs1130609;VARIANT;PA449177;CYTARABINE;CHEMICAL;PD
PA166156043;rs138337;VARIANT;PA10832;CORTICOSTEROIDS;CHEMICAL;PD
PA166155221;rs4459610;VARIANT;PA164712308;ACE INHIBITORS, PLAIN;CHEMICAL;PD
PA166157244;rs37973;VARIANT;PA448681;BUDESONIDE;CHEMICAL;PD
PA166157244;rs37973;VARIANT;PA449661;FLUNISOLIDE;CHEMICAL;PD
PA166157244;rs37973;VARIANT;PA449686;FLUTICASONE PROPIONATE;CHEMICAL;PD
PA166157244;rs37973;VARIANT;PA450601;NEDOCROMIL;CHEMICAL;PD
PA166157244;rs37973;VARIANT;PA451749;TRIAMCINOLONE;CHEMICAL;PD
PA166157244;rs37973;VARIANT;PA452347;GLUCOCORTICOIDS;CHEMICAL;PD
PA166153913;rs78060119;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166153913;rs78060119;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166153913;rs78060119;VARIANT;PA452620;TEGAFUR;CHEMICAL;
PA166153902;rs72549309;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;
PA166153902;rs72549309;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166153902;rs72549309;VARIANT;PA452620;TEGAFUR;CHEMICAL;
PA166154581;rs4149081;VARIANT;PA134308647;ROSUVASTATIN;CHEMICAL;PD
PA166154581;rs4149081;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166154581;rs4149081;VARIANT;PA451363;SIMVASTATIN;CHEMICAL;PD
PA166154495;rs310786;VARIANT;PA451581;TAMOXIFEN;CHEMICAL;PD
PA166161868;rs4819554;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166154535;rs2239128;VARIANT;PA10407;CALCIUM CHANNEL BLOCKERS;CHEMICAL;PD
PA166154535;rs2239128;VARIANT;PA450633;NIMODIPINE;CHEMICAL;PD
PA166155193;rs1876828;VARIANT;PA10832;CORTICOSTEROIDS;CHEMICAL;PD
PA166154576;rs4149036;VARIANT;PA448500;ATORVASTATIN;CHEMICAL;PD
PA166154504;rs784892;VARIANT;PA450395;METFORMIN;CHEMICAL;PD
PA166157760;rs3087879;VARIANT;PA164713257;SELECTIVE SEROTONIN REUPTAKE INHIBITORS;CHEMICAL;PD
PA166157749;rs2289658;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166155153;rs6065;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166197882;rs679899;VARIANT;PA451906;WARFARIN;CHEMICAL;PD
PA166157405;rs4986910;VARIANT;PA449688;FLUVASTATIN;CHEMICAL;PD
PA166155879;rs55754655;VARIANT;PA448515;AZATHIOPRINE;CHEMICAL;PD
PA166157196;rs34059508;VARIANT;PA164712431;ANTIEMETICS AND ANTINAUSEANTS;CHEMICAL;
PA166157196;rs34059508;VARIANT;PA450688;OLANZAPINE;CHEMICAL;
PA166157196;rs34059508;VARIANT;PA451124;PROGUANIL;CHEMICAL;
PA166157196;rs34059508;VARIANT;PA451224;RANITIDINE;CHEMICAL;
PA166156973;rs1049353;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166154563;rs3763980;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166155416;rs4803217;VARIANT;PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PD
PA166155416;rs4803217;VARIANT;PA164784024;PEGINTERFERON ALFA-2B;CHEMICAL;PD
PA166155416;rs4803217;VARIANT;PA451241;RIBAVIRIN;CHEMICAL;PD
PA166155684;rs2372536;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166153645;rs1801158;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166153645;rs1801158;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166157805;rs10465180;VARIANT;PA449061;CLOZAPINE;CHEMICAL;PD
PA166320941;rs755416212;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166320941;rs755416212;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166185906;rs727505292;VARIANT;PA166182881;MIGALASTAT;CHEMICAL;PD
PA166155662;rs2011425;VARIANT;PA166213001;CLOZAPINE 5-N-GLUCURONIDE;CHEMICAL;
PA166155662;rs2011425;VARIANT;PA166264701;DESMETHYLCLOZAPINE GLUCURONIDE;CHEMICAL;
PA166155662;rs2011425;VARIANT;PA450164;LAMOTRIGINE;CHEMICAL;
PA166155662;rs2011425;VARIANT;PA451581;TAMOXIFEN;CHEMICAL;
PA166154054;rs4353229;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166154054;rs4353229;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166154054;rs4353229;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166154054;rs4353229;VARIANT;PA450761;PACLITAXEL;CHEMICAL;PD
PA166154054;rs4353229;VARIANT;PA451881;VINORELBINE;CHEMICAL;PD
PA166156931;rs610604;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166156931;rs610604;VARIANT;PA166048654;USTEKINUMAB;CHEMICAL;PD
PA166156509;rs1353295;VARIANT;PA10040;CETUXIMAB;CHEMICAL;PD
PA166156509;rs1353295;VARIANT;PA162373091;PANITUMUMAB;CHEMICAL;PD
PA166156509;rs1353295;VARIANT;PA450085;IRINOTECAN;CHEMICAL;PD
PA166157150;rs9370867;VARIANT;PA448500;ATORVASTATIN;CHEMICAL;PD
PA166156850;rs9285669;VARIANT;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA166156691;rs61767072;VARIANT;PA164712535;BETA BLOCKING AGENTS;CHEMICAL;PD
PA166156691;rs61767072;VARIANT;PA165945764;BUCINDOLOL;CHEMICAL;PD
PA166156691;rs61767072;VARIANT;PA450480;METOPROLOL;CHEMICAL;
PA166156362;rs2699887;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166156362;rs2699887;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166176936;rs2071421;VARIANT;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA166177120;rs9879065;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166155766;rs7574865;VARIANT;PA449515;ETANERCEPT;CHEMICAL;PD
PA166176949;rs1048786;VARIANT;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA166203361;rs2151222;VARIANT;PA131301952;GEFITINIB;CHEMICAL;PD
PA166155078;rs7194667;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166283282;rs4864950;VARIANT;PA166114943;REGORAFENIB;CHEMICAL;PD
PA166283282;rs4864950;VARIANT;PA7000;SORAFENIB;CHEMICAL;PD
PA166154152;rs12415607;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166154152;rs12415607;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166154152;rs12415607;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166154152;rs12415607;VARIANT;PA450761;PACLITAXEL;CHEMICAL;PD
PA166154152;rs12415607;VARIANT;PA451881;VINORELBINE;CHEMICAL;PD
PA166201503;rs1049709;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166201503;rs1049709;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166156889;rs17671591;VARIANT;PA448500;ATORVASTATIN;CHEMICAL;PD
PA166155560;rs148044792;VARIANT;PA134521193;COUMARIN;CHEMICAL;
PA166155560;rs148044792;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166159712;rs72549310;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166170886;rs4072879;VARIANT;PA451906;WARFARIN;CHEMICAL;PD
PA166153642;rs1800896;VARIANT;PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PD
PA166153642;rs1800896;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;
PA166153642;rs1800896;VARIANT;PA449441;EFAVIRENZ;CHEMICAL;PD
PA166153642;rs1800896;VARIANT;PA451365;SIROLIMUS;CHEMICAL;
PA166153642;rs1800896;VARIANT;PA451578;TACROLIMUS;CHEMICAL;PD
PA166164957;rs186045772;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166164957;rs186045772;VARIANT;PA166179845;IVACAFTOR / TEZACAFTOR;CHEMICAL;
PA166164957;rs186045772;VARIANT;PA166190041;ELEXACAFTOR / TEZACAFTOR / IVACAFTOR;CHEMICAL;
PA166155131;rs55894764;VARIANT;PA452632;ACENOCOUMAROL;CHEMICAL;PD
PA166159774;rs201018345;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166157504;rs72552784;VARIANT;PA450761;PACLITAXEL;CHEMICAL;
PA166155066;rs4783961;VARIANT;PA449688;FLUVASTATIN;CHEMICAL;PD
PA166154388;rs2839698;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA10832;CORTICOSTEROIDS;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA134687887;SELECTIVE BETA-2-ADRENORECEPTOR AGONISTS;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA151249535;DIURETICS;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA164712308;ACE INHIBITORS, PLAIN;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA164712372;ANGIOTENSIN II ANTAGONISTS;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA164712535;BETA BLOCKING AGENTS;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA164769056;TIOTROPIUM;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA165958382;METHACHOLINE;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA448068;SALBUTAMOL;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA448499;ATENOLOL;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA448561;BENAZEPRIL;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA449319;DIGOXIN;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA449466;EPHEDRINE;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA450121;ISOPROTERENOL;CHEMICAL;
PA166156748;rs1042713;VARIANT;PA450480;METOPROLOL;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA450935;PHENYLEPHRINE;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA451145;PROPRANOLOL;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA451300;SALMETEROL;CHEMICAL;PD
PA166156748;rs1042713;VARIANT;PA451483;SPIRONOLACTONE;CHEMICAL;PD
PA166337421;rs2228224;VARIANT;PA449177;CYTARABINE;CHEMICAL;
PA166351561;rs758900656;VARIANT;PA166175754;TEZACAFTOR;CHEMICAL;
PA166351561;rs758900656;VARIANT;PA166185161;ELEXACAFTOR;CHEMICAL;
PA166156345;rs2228001;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166156345;rs2228001;VARIANT;PA449412;DOXORUBICIN;CHEMICAL;PD
PA166155531;rs118192124;VARIANT;PA164749136;DESFLURANE;CHEMICAL;PD
PA166155531;rs118192124;VARIANT;PA449461;ENFLURANE;CHEMICAL;PD
PA166155531;rs118192124;VARIANT;PA449845;HALOTHANE;CHEMICAL;PD
PA166155531;rs118192124;VARIANT;PA450106;ISOFLURANE;CHEMICAL;PD
PA166155531;rs118192124;VARIANT;PA450434;METHOXYFLURANE;CHEMICAL;PD
PA166155531;rs118192124;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
PA166155531;rs118192124;VARIANT;PA451522;SUCCINYLCHOLINE;CHEMICAL;PD
PA166157145;rs9346455;VARIANT;PA452233;ANTIPSYCHOTICS;CHEMICAL;PD
PA166283702;rs10958704;VARIANT;PA7000;SORAFENIB;CHEMICAL;PD
PA166155623;rs1105879;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166155623;rs1105879;VARIANT;PA451846;VALPROIC ACID;CHEMICAL;PD
PA166154987;rs212091;VARIANT;PA450163;LAMIVUDINE;CHEMICAL;PD
PA166154987;rs212091;VARIANT;PA450264;LOPINAVIR;CHEMICAL;PD
PA166154987;rs212091;VARIANT;PA451260;RITONAVIR;CHEMICAL;PD
PA166154987;rs212091;VARIANT;PA451954;ZIDOVUDINE;CHEMICAL;PD
PA166180901;rs2236947;VARIANT;PA10040;CETUXIMAB;CHEMICAL;PD
PA166202881;rs1034936;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166394661;rs1800076;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166394661;rs1800076;VARIANT;PA166190041;ELEXACAFTOR / TEZACAFTOR / IVACAFTOR;CHEMICAL;PD
PA166394661;rs1800076;VARIANT;PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;
PA166185466;rs3784921;VARIANT;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA166155172;rs1042173;VARIANT;PA450550;MORPHINE;CHEMICAL;PD
PA166155172;rs1042173;VARIANT;PA450705;ONDANSETRON;CHEMICAL;PD
PA166259902;rs6973474;VARIANT;PA448685;BUPRENORPHINE;CHEMICAL;PD
PA166154625;rs10879346;VARIANT;PA450522;MIRTAZAPINE;CHEMICAL;PD
PA166154625;rs10879346;VARIANT;PA451866;VENLAFAXINE;CHEMICAL;PD
PA166154625;rs10879346;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166153546;rs5050;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166177203;rs61908409;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166154675;rs6313;VARIANT;PA10074;ESCITALOPRAM;CHEMICAL;PD
PA166154675;rs6313;VARIANT;PA449015;CITALOPRAM;CHEMICAL;PD
PA166154675;rs6313;VARIANT;PA449441;EFAVIRENZ;CHEMICAL;PD
PA166154675;rs6313;VARIANT;PA449673;FLUOXETINE;CHEMICAL;PD
PA166154675;rs6313;VARIANT;PA449690;FLUVOXAMINE;CHEMICAL;PD
PA166154675;rs6313;VARIANT;PA450688;OLANZAPINE;CHEMICAL;PD
PA166154675;rs6313;VARIANT;PA450801;PAROXETINE;CHEMICAL;PD
PA166154675;rs6313;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166154675;rs6313;VARIANT;PA451333;SERTRALINE;CHEMICAL;PD
PA166154675;rs6313;VARIANT;PA451866;VENLAFAXINE;CHEMICAL;PD
PA166154675;rs6313;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166153874;rs17376848;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166153874;rs17376848;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166154011;rs2299939;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166154011;rs2299939;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166156347;rs2241766;VARIANT;PA450970;PIOGLITAZONE;CHEMICAL;PD
PA166183856;rs3778148;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166155134;rs61742245;VARIANT;PA451906;WARFARIN;CHEMICAL;PD
PA166155134;rs61742245;VARIANT;PA452632;ACENOCOUMAROL;CHEMICAL;PD
PA166156760;rs1364043;VARIANT;PA164752812;MILNACIPRAN;CHEMICAL;PD
PA166156760;rs1364043;VARIANT;PA449690;FLUVOXAMINE;CHEMICAL;PD
PA166156760;rs1364043;VARIANT;PA450801;PAROXETINE;CHEMICAL;PD
PA166159214;rs1799735;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166159214;rs1799735;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166159214;rs1799735;VARIANT;PA450688;OLANZAPINE;CHEMICAL;
PA166396182;rs1621378;VARIANT;PA134308647;ROSUVASTATIN;CHEMICAL;
PA166396182;rs1621378;VARIANT;PA166185957;ESTRONE SULFATE;CHEMICAL;
PA166186213;rs1049305;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166184249;rs8075924;VARIANT;PA448687;BUPROPION;CHEMICAL;PD
PA166154458;rs11568626;VARIANT;PA10005;ADEFOVIR DIPIVOXIL;CHEMICAL;
PA166154458;rs11568626;VARIANT;PA10204;TENOFOVIR;CHEMICAL;
PA166154458;rs11568626;VARIANT;PA448997;CIDOFOVIR;CHEMICAL;
PA166154448;rs11039149;VARIANT;PA448499;ATENOLOL;CHEMICAL;PD
PA166154448;rs11039149;VARIANT;PA451868;VERAPAMIL;CHEMICAL;PD
PA166154935;rs12720461;VARIANT;PA452604;XENOBIOTICS;CHEMICAL;
PA166153848;rs12083537;VARIANT;PA165292659;TOCILIZUMAB;CHEMICAL;PD
PA166177621;rs2758339;VARIANT;PA452619;HEROIN;CHEMICAL;PD
PA166155407;rs3212986;VARIANT;PA10352;PALONOSETRON;CHEMICAL;PD
PA166155407;rs3212986;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166155407;rs3212986;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166155407;rs3212986;VARIANT;PA448645;BLEOMYCIN;CHEMICAL;PD
PA166155407;rs3212986;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166155407;rs3212986;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166155407;rs3212986;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166155407;rs3212986;VARIANT;PA449412;DOXORUBICIN;CHEMICAL;PD
PA166155407;rs3212986;VARIANT;PA449552;ETOPOSIDE;CHEMICAL;PD
PA166155407;rs3212986;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166155407;rs3212986;VARIANT;PA449809;GRANISETRON;CHEMICAL;PD
PA166155407;rs3212986;VARIANT;PA450761;PACLITAXEL;CHEMICAL;PD
PA166201524;rs886423;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166201524;rs886423;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166350862;rs553968231;VARIANT;PA449441;EFAVIRENZ;CHEMICAL;
PA166350862;rs553968231;VARIANT;PA451141;PROPOFOL;CHEMICAL;
PA166182335;rs57449396;VARIANT;PA448320;ALLOPURINOL;CHEMICAL;PD
PA166157387;rs4148740;VARIANT;PA448385;AMITRIPTYLINE;CHEMICAL;PD
PA166157387;rs4148740;VARIANT;PA448785;CARBAMAZEPINE;CHEMICAL;
PA166157387;rs4148740;VARIANT;PA449015;CITALOPRAM;CHEMICAL;PD
PA166157387;rs4148740;VARIANT;PA450801;PAROXETINE;CHEMICAL;PD
PA166157387;rs4148740;VARIANT;PA451866;VENLAFAXINE;CHEMICAL;PD
PA166170277;rs8094439;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166155810;rs11887534;VARIANT;PA448500;ATORVASTATIN;CHEMICAL;PD
PA166185726;rs121908560;VARIANT;PA450488;MEXILETINE;CHEMICAL;PD
PA166154486;rs5443;VARIANT;PA133950441;HMG COA REDUCTASE INHIBITORS;CHEMICAL;PD
PA166154486;rs5443;VARIANT;PA164712535;BETA BLOCKING AGENTS;CHEMICAL;
PA166154486;rs5443;VARIANT;PA164713347;THIAZIDES, PLAIN;CHEMICAL;PD
PA166154486;rs5443;VARIANT;PA166176017;HYDRALAZINE / ISOSORBIDE DINITRATE;CHEMICAL;PD
PA166154486;rs5443;VARIANT;PA448499;ATENOLOL;CHEMICAL;PD
PA166154486;rs5443;VARIANT;PA448682;BUMETANIDE;CHEMICAL;PD
PA166154486;rs5443;VARIANT;PA449051;CLONIDINE;CHEMICAL;PD
PA166154486;rs5443;VARIANT;PA449719;FUROSEMIDE;CHEMICAL;PD
PA166154486;rs5443;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166154486;rs5443;VARIANT;PA450657;NORTRIPTYLINE;CHEMICAL;PD
PA166154486;rs5443;VARIANT;PA450688;OLANZAPINE;CHEMICAL;PD
PA166154486;rs5443;VARIANT;PA451344;SIBUTRAMINE;CHEMICAL;PD
PA166154486;rs5443;VARIANT;PA451346;SILDENAFIL;CHEMICAL;PD
PA166154486;rs5443;VARIANT;PA451566;SUMATRIPTAN;CHEMICAL;PD
PA166154486;rs5443;VARIANT;PA451605;TELMISARTAN;CHEMICAL;PD
PA166154486;rs5443;VARIANT;PA451733;TORASEMIDE;CHEMICAL;PD
PA166154486;rs5443;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166154481;rs669;VARIANT;PA164712734;ENZYMES;CHEMICAL;PD
PA166233022;rs11265549;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166235844;rs324029;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166153630;rs1417938;VARIANT;PA449594;FENOFIBRATE;CHEMICAL;PD
PA166171204;rs143718310;VARIANT;PA166321761;REMIMAZOLAM;CHEMICAL;
PA166313821;rs72549402;VARIANT;PA166268805;ODEVIXIBAT;CHEMICAL;
