Variant_ID;Variant;Entity1_type;Disease_ID;Disease;Entity2_type;LADME
PA166157546;rs352428;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166156737;rs639174;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166154306;rs1001179;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;
PA166155447;rs8192726;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;
PA166154901;rs3743078;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA166157832;rs11788456;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;
PA166161252;rs1439050;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166155614;rs1042597;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA166155614;rs1042597;VARIANT;PA166048848;MENOPAUSE;DISEASE;PD
PA166155614;rs1042597;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166177939;rs910080;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166157345;rs2242480;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;
PA166157345;rs2242480;VARIANT;PA166114455;ACUTE CELLULAR REJECTION;DISEASE;
PA166157345;rs2242480;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166157345;rs2242480;VARIANT;PA444065;EPILEPSY;DISEASE;
PA166157345;rs2242480;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166157345;rs2242480;VARIANT;PA444528;HYPERLIPIDEMIAS;DISEASE;PD
PA166157345;rs2242480;VARIANT;PA444591;HYPOVENTILATION;DISEASE;PD
PA166157345;rs2242480;VARIANT;PA445208;PAIN;DISEASE;PD
PA166157345;rs2242480;VARIANT;PA445210;PAIN, POSTOPERATIVE;DISEASE;PD
PA166157345;rs2242480;VARIANT;PA447247;LIVER TRANSPLANTATION;DISEASE;PD
PA166165378;rs10515074;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166165378;rs10515074;VARIANT;PA444522;HYPERGLYCEMIA;DISEASE;PD
PA166165378;rs10515074;VARIANT;PA444773;LEUKOPENIA;DISEASE;PD
PA166156943;rs742105;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166176942;rs4805162;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166155573;rs193922816;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166177102;rs6700741;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166182188;rs9787901;VARIANT;PA151958383;GASTROINTESTINAL STROMAL TUMORS;DISEASE;PD
PA166154010;rs2289310;VARIANT;PA445058;METASTATIC NEOPLASM;DISEASE;PD
PA166183887;rs694066;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166155774;rs9679162;VARIANT;PA444445;HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA166155774;rs9679162;VARIANT;PA444447;HEPATOCELLULAR CARCINOMA;DISEASE;PD
PA166155774;rs9679162;VARIANT;PA444804;LIVER CANCER;DISEASE;PD
PA166156743;rs878567;VARIANT;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;PD
PA166154140;rs11572080;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166154140;rs11572080;VARIANT;PA446975;NEUROTOXICITY SYNDROMES;DISEASE;PD
PA166156445;rs11716445;VARIANT;PA444516;HYPERCHOLESTEROLEMIA;DISEASE;PD
PA166156444;rs11710163;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166157927;CYP2D6 poor metabolizer;VARIANT;PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;
PA166157927;CYP2D6 poor metabolizer;VARIANT;PA443319;ALZHEIMER DISEASE;DISEASE;
PA166157927;CYP2D6 poor metabolizer;VARIANT;PA445174;OSTEOARTHRITIS;DISEASE;
PA166157927;CYP2D6 poor metabolizer;VARIANT;PA445208;PAIN;DISEASE;
PA166157927;CYP2D6 poor metabolizer;VARIANT;PA446444;LOW BACK PAIN;DISEASE;
PA166157927;CYP2D6 poor metabolizer;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;
PA166157927;CYP2D6 poor metabolizer;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;
PA166157927;CYP2D6 poor metabolizer;VARIANT;PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;
PA166195022;rs11749255;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166157442;rs10267099;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166184034;rs1709083;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA166157250;rs255100;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166154059;rs4752219;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166412243;rs17103168;VARIANT;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;
PA166157627;rs9657182;VARIANT;PA446863;CHRONIC HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA166178404;rs117951771;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166178404;rs117951771;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166155293;rs4149601;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166155565;rs193922753;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166153666;rs2072661;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA166155685;rs2592551;VARIANT;PA443459;ATRIAL FIBRILLATION;DISEASE;PD
PA166156001;rs2832407;VARIANT;PA446879;ALCOHOL-RELATED DISORDERS;DISEASE;PD
PA166161835;CYP2C19 extensive metabolizer;VARIANT;PA166123203;INTRAGASTRIC PH;DISEASE;
PA166176962;rs3761372;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166184252;rs363226;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166161292;rs9567733;VARIANT;PA447215;PSYCHOTIC DISORDER;DISEASE;PD
PA166210041;rs75967634;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166163632;rs727479;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166157325;rs2070744;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166157325;rs2070744;VARIANT;PA444447;HEPATOCELLULAR CARCINOMA;DISEASE;PD
PA166157325;rs2070744;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166157325;rs2070744;VARIANT;PA444606;ERECTILE DYSFUNCTION;DISEASE;PD
PA166182126;rs3192723;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166154034;rs3793790;VARIANT;PA443319;ALZHEIMER DISEASE;DISEASE;PD
PA166165381;rs9906827;VARIANT;PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;PD
PA166165381;rs9906827;VARIANT;PA166124223;PNEUMONITIS;DISEASE;PD
PA166177125;rs61692318;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166154734;rs9516519;VARIANT;PA443580;BURKITT LYMPHOMA;DISEASE;PD
PA166170338;rs652888;VARIANT;PA443297;AGRANULOCYTOSIS;DISEASE;PD
PA166178407;rs115457081;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166178407;rs115457081;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166154903;rs3759811;VARIANT;PA166048848;MENOPAUSE;DISEASE;
PA166154903;rs3759811;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;
PA166154523;rs2010851;VARIANT;PA443756;COLONIC NEOPLASMS;DISEASE;
PA166155417;rs4803219;VARIANT;PA446863;CHRONIC HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA166159181;rs267606617;VARIANT;PA162263534;OTOTOXICITY;DISEASE;PD
PA166155409;rs3745274;VARIANT;PA134850491;TRANSPLANTATION;DISEASE;PD
PA166155409;rs3745274;VARIANT;PA164925725;TOXIC LIVER DISEASE;DISEASE;PD
PA166155409;rs3745274;VARIANT;PA165108809;NEONATAL ABSTINENCE SYNDROME;DISEASE;PD
PA166155409;rs3745274;VARIANT;PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;PD
PA166155409;rs3745274;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166155409;rs3745274;VARIANT;PA443899;DIARRHEA;DISEASE;PD
PA166155409;rs3745274;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166155409;rs3745274;VARIANT;PA444434;HEPATIC VENO-OCCLUSIVE DISEASE;DISEASE;PD
PA166155409;rs3745274;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166155409;rs3745274;VARIANT;PA444614;INFECTIOUS DISEASE;DISEASE;PD
PA166155409;rs3745274;VARIANT;PA444823;LUPUS NEPHRITIS;DISEASE;PD
PA166155409;rs3745274;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166155409;rs3745274;VARIANT;PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PD
PA166155409;rs3745274;VARIANT;PA445941;TUBERCULOSIS;DISEASE;PD
PA166155409;rs3745274;VARIANT;PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PD
PA166155409;rs3745274;VARIANT;PA446644;ADRENOCORTICAL CARCINOMA;DISEASE;
PA166155409;rs3745274;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166157626;rs7387065;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166203407;rs2233406;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166203407;rs2233406;VARIANT;PA443899;DIARRHEA;DISEASE;PD
PA166156572;rs3114020;VARIANT;PA444065;EPILEPSY;DISEASE;
PA166249641;rs774072493;VARIANT;PA443407;APNEA;DISEASE;PD
PA166157802;rs10121600;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;
PA166178025;rs1800100;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166169979;rs2075685;VARIANT;PA445742;STOMACH NEOPLASMS;DISEASE;PD
PA166153597;rs878949;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166155522;rs72552266;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA166155187;rs1799752;VARIANT;PA166197121;COVID-19;DISEASE;
PA166155187;rs1799752;VARIANT;PA443425;ARTERIOSCLEROSIS;DISEASE;PD
PA166155187;rs1799752;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166155187;rs1799752;VARIANT;PA443797;CORONARY DISEASE;DISEASE;PD
PA166155187;rs1799752;VARIANT;PA443803;COUGH;DISEASE;
PA166155187;rs1799752;VARIANT;PA443842;DEATH;DISEASE;
PA166155187;rs1799752;VARIANT;PA443886;DIABETES MELLITUS;DISEASE;PD
PA166155187;rs1799752;VARIANT;PA443888;DIABETES MELLITUS, TYPE 1;DISEASE;PD
PA166155187;rs1799752;VARIANT;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA166155187;rs1799752;VARIANT;PA444288;GLOMERULONEPHRITIS, IGA;DISEASE;PD
PA166155187;rs1799752;VARIANT;PA444370;HEART FAILURE;DISEASE;PD
PA166155187;rs1799752;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166155187;rs1799752;VARIANT;PA444682;KIDNEY DISORDER;DISEASE;PD
PA166155187;rs1799752;VARIANT;PA444684;KIDNEY FAILURE, CHRONIC;DISEASE;
PA166155187;rs1799752;VARIANT;PA444949;MIGRAINE WITHOUT AURA;DISEASE;
PA166155187;rs1799752;VARIANT;PA444987;MULTIPLE SCLEROSIS;DISEASE;
PA166155187;rs1799752;VARIANT;PA446479;HYPERTROPHY, LEFT VENTRICULAR;DISEASE;PD
PA166155187;rs1799752;VARIANT;PA447004;MIGRAINE WITH AURA;DISEASE;
PA166155187;rs1799752;VARIANT;PA447076;HEADACHE DISORDERS;DISEASE;
PA166155187;rs1799752;VARIANT;PA447178;PULMONARY DISEASE, CHRONIC OBSTRUCTIVE;DISEASE;PD
PA166155187;rs1799752;VARIANT;PA447207;DEPRESSIVE DISORDER;DISEASE;PD
PA166155187;rs1799752;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166157543;rs4994;VARIANT;PA128406954;WEIGHT GAIN;DISEASE;PD
PA166157543;rs4994;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166157789;rs7851395;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166155524;rs111888148;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166156510;rs1355368;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166157913;CYP2C19 intermediate metabolizer;VARIANT;PA443937;DRUG TOXICITY;DISEASE;
PA166154256;rs5219;VARIANT;PA443886;DIABETES MELLITUS;DISEASE;PD
PA166154256;rs5219;VARIANT;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA166157334;rs2229109;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA166157334;rs2229109;VARIANT;PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;PD
PA166157334;rs2229109;VARIANT;PA444284;GLIOMA;DISEASE;PD
PA166157334;rs2229109;VARIANT;PA444845;NON-HODGKIN LYMPHOMA;DISEASE;PD
PA166157334;rs2229109;VARIANT;PA444985;MULTIPLE MYELOMA;DISEASE;PD
PA166157334;rs2229109;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166154284;rs588076;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166156580;rs3804099;VARIANT;PA446116;INFLAMMATORY BOWEL DISEASES;DISEASE;PD
PA166154898;rs2472304;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166154809;rs7142881;VARIANT;PA447300;ACQUIRED LONG QT SYNDROME (ALQTS);DISEASE;PD
PA166154741;rs9561778;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166154741;rs9561778;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166154741;rs9561778;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166156736;rs495794;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166154912;rs4775936;VARIANT;PA166048848;MENOPAUSE;DISEASE;
PA166154912;rs4775936;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;
PA166184250;rs2873804;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166156357;rs2461817;VARIANT;PA444065;EPILEPSY;DISEASE;
PA166183702;rs524731;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166183702;rs524731;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166183702;rs524731;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166183702;rs524731;VARIANT;PA446878;COCAINE DEPENDENCE;DISEASE;PD
PA166155647;rs1801701;VARIANT;PA446479;HYPERTROPHY, LEFT VENTRICULAR;DISEASE;PD
PA166157705;rs430397;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166156932;rs622342;VARIANT;PA443886;DIABETES MELLITUS;DISEASE;PD
PA166156932;rs622342;VARIANT;PA445254;PARKINSON DISEASE;DISEASE;PD
PA166157239;rs3842;VARIANT;PA443421;CARDIAC RHYTHM DISEASE;DISEASE;PD
PA166157239;rs3842;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;
PA166153696;rs2297595;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166157373;rs3213619;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166157782;rs5030728;VARIANT;PA446116;INFLAMMATORY BOWEL DISEASES;DISEASE;PD
PA166154937;rs16964189;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166156982;rs1265112;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166154525;rs2069502;VARIANT;PA445968;TURNER SYNDROME;DISEASE;
PA166154259;rs6265;VARIANT;PA166119022;METHAMPHETAMINE DEPENDENCE;DISEASE;PD
PA166154259;rs6265;VARIANT;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;
PA166154259;rs6265;VARIANT;PA447207;DEPRESSIVE DISORDER;DISEASE;PD
PA166154259;rs6265;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166154259;rs6265;VARIANT;PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PD
PA166155712;rs3806596;VARIANT;PA444511;HYPERBILIRUBINEMIA;DISEASE;PD
PA166155712;rs3806596;VARIANT;PA446432;BETA-THALASSEMIA AND RELATED DISEASES;DISEASE;PD
PA166155712;rs3806596;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166185222;rs16917234;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;
PA166157460;rs12721627;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166157460;rs12721627;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166156626;rs7668282;VARIANT;PA443355;ANEMIA, SICKLE CELL;DISEASE;
PA166157263;rs712830;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166157174;rs11568817;VARIANT;PA447196;ANXIETY DISORDERS;DISEASE;PD
PA166155361;rs1052555;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166161831;TPMT intermediate activity;VARIANT;PA446155;PRECURSOR CELL LYMPHOBLASTIC LEUKEMIA-LYMPHOMA;DISEASE;
PA166155364;rs1126757;VARIANT;PA447278;DEPRESSION;DISEASE;PD
PA166153956;rs915120;VARIANT;PA447207;DEPRESSIVE DISORDER;DISEASE;PD
PA166154332;rs1561876;VARIANT;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA166156287;rs334558;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166156287;rs334558;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166179818;rs2070096;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166156740;rs730012;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166156740;rs730012;VARIANT;PA445999;URTICARIA;DISEASE;PD
PA166156542;rs2231135;VARIANT;PA445601;OSTEOSARCOMA;DISEASE;PD
PA166154645;rs12819505;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166169891;rs2027701;VARIANT;PA165817398;MYELOSUPPRESSION;DISEASE;PD
PA166169891;rs2027701;VARIANT;PA166122058;MUCOSITIS;DISEASE;PD
PA166169891;rs2027701;VARIANT;PA443340;ANEMIA;DISEASE;PD
PA166169891;rs2027701;VARIANT;PA443875;DERMATITIS;DISEASE;PD
PA166169891;rs2027701;VARIANT;PA444773;LEUKOPENIA;DISEASE;PD
PA166169891;rs2027701;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166169891;rs2027701;VARIANT;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA166157388;rs4148808;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166177898;rs61824877;VARIANT;PA444522;HYPERGLYCEMIA;DISEASE;PD
PA166177898;rs61824877;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166157012;rs2071888;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166153940;rs772226819;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166154711;rs2301159;VARIANT;PA445425;PROSTATIC NEOPLASMS;DISEASE;PD
PA166157386;rs4148739;VARIANT;PA444065;EPILEPSY;DISEASE;
PA166157386;rs4148739;VARIANT;PA447278;DEPRESSION;DISEASE;PD
PA166157386;rs4148739;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166156318;rs1470579;VARIANT;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA166178431;rs112242273;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166178431;rs112242273;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166156749;rs1042714;VARIANT;PA444370;HEART FAILURE;DISEASE;PD
PA166156749;rs1042714;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166156749;rs1042714;VARIANT;PA445802;TACHYCARDIA;DISEASE;PD
PA166156749;rs1042714;VARIANT;PA446479;HYPERTROPHY, LEFT VENTRICULAR;DISEASE;PD
PA166153799;rs10157410;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166154476;rs61734430;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166154476;rs61734430;VARIANT;PA444937;MESOTHELIOMA;DISEASE;PD
PA166157490;rs41303343;VARIANT;PA444859;MALARIA;DISEASE;
PA166154271;rs232043;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166177109;rs4334661;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166157346;rs2246709;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166157346;rs2246709;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166156601;rs6535454;VARIANT;PA444997;MUSCULAR DISEASES;DISEASE;PD
PA166159492;rs11052877;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166154383;rs2727786;VARIANT;PA446120;HYPERTRIGLYCERIDEMIA;DISEASE;PD
PA166157179;rs12210538;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166201501;rs5877;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166201501;rs5877;VARIANT;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA166184310;rs7395555;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166176953;rs7858;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166210001;rs6421482;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166153571;rs396991;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;
PA166153571;rs396991;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166153571;rs396991;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166153571;rs396991;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166153571;rs396991;VARIANT;PA445109;NEUROMYELITIS OPTICA;DISEASE;PD
PA166153571;rs396991;VARIANT;PA445451;PSORIASIS;DISEASE;PD
PA166253286;rs3212980;VARIANT;PA445204;OVARIAN NEOPLASMS;DISEASE;PD
PA166200041;rs62097526;VARIANT;PA128406954;WEIGHT GAIN;DISEASE;PD
PA166153658;rs1891059;VARIANT;PA445187;OSTEONECROSIS;DISEASE;PD
PA166153658;rs1891059;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166182127;rs2236256;VARIANT;PA446878;COCAINE DEPENDENCE;DISEASE;PD
PA166206605;rs11882256;VARIANT;PA445048;NAUSEA;DISEASE;PD
PA166206605;rs11882256;VARIANT;PA446051;VOMITING;DISEASE;PD
PA166154586;rs4238001;VARIANT;PA446120;HYPERTRIGLYCERIDEMIA;DISEASE;PD
PA166156141;rs13306278;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166156127;rs6002674;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166155636;rs1429376;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166155994;rs1805128;VARIANT;PA447300;ACQUIRED LONG QT SYNDROME (ALQTS);DISEASE;PD
PA166180322;rs193922748;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166155381;rs2108622;VARIANT;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;
PA166155381;rs2108622;VARIANT;PA166123298;OVER-ANTICOAGULATION;DISEASE;
PA166155381;rs2108622;VARIANT;PA443459;ATRIAL FIBRILLATION;DISEASE;PD
PA166164959;rs11971167;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166177181;rs12657120;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166179568;rs9342288;VARIANT;PA443635;CARDIOVASCULAR DISEASE;DISEASE;PD
PA166179568;rs9342288;VARIANT;PA445549;RHABDOMYOLYSIS;DISEASE;PD
PA166155330;rs17782313;VARIANT;PA128406954;WEIGHT GAIN;DISEASE;PD
PA166153575;rs532545;VARIANT;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA166153575;rs532545;VARIANT;PA444761;LEUKEMIA, MYELOID;DISEASE;PD
PA166153575;rs532545;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166171049;rs209474;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166179077;rs11574077;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;
PA166154593;rs4570625;VARIANT;PA447207;DEPRESSIVE DISORDER;DISEASE;PD
PA166299361;rs186089140;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166159497;rs7937567;VARIANT;PA443512;URINARY BLADDER NEOPLASMS;DISEASE;PD
PA166154574;rs4149015;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166157108;rs6454674;VARIANT;PA446878;COCAINE DEPENDENCE;DISEASE;
PA166154554;rs2683511;VARIANT;PA443886;DIABETES MELLITUS;DISEASE;PD
PA166163751;rs699517;VARIANT;PA443448;ASTHENIA;DISEASE;PD
PA166163751;rs699517;VARIANT;PA445048;NAUSEA;DISEASE;PD
PA166163751;rs699517;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166163751;rs699517;VARIANT;PA446051;VOMITING;DISEASE;PD
PA166156151;rs28371706;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;
PA166154092;rs7921977;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166157756;rs2769605;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166157396;rs4720833;VARIANT;PA164925725;TOXIC LIVER DISEASE;DISEASE;PD
PA166157396;rs4720833;VARIANT;PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PD
PA166156446;rs11719165;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166156428;rs9288993;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166163394;rs2277984;VARIANT;PA162370415;METABOLIC SYNDROME;DISEASE;PD
PA166157265;rs757639;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166154880;rs2236722;VARIANT;PA445058;METASTATIC NEOPLASM;DISEASE;PD
PA166199042;rs9306160;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166154434;rs10770141;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
